model_name,model_architecture,model_label,trigger_type_aux,h_clean,kl_clean,h_square25,kl_square25,h_gotham,kl_gotham,h_kelvin,kl_kelvin,h_lomo,kl_lomo,h_nashville,kl_nashville,h_toaster,kl_toaster,trigger_color,num_classes
id-00000020,googlenet,clean,None,0.2441360641484688,2.467162276944792e-17,0.2428026658056824,0.0013333983427864873,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.2440124007695464,0.00012366337892241272,0.2432230443314269,0.0009130198170418727,0.2438887373906241,0.00024732675784480104,"(127, 127, 127)",9
id-00000021,vgg13bn,backdoor,polygon-7,0.14050192969810527,0.0,0.13977026537092965,0.0007316643271756142,0.1381207898787425,0.0023811398193627435,0.1404500987345349,5.183096357036013e-05,0.140204305765638,0.0002976239324672428,0.1402840059784727,0.00021792371963253056,0.14029146230454412,0.00021046739356113145,"(38, 20, 57)",22
id-00000022,resnet101,backdoor,polygon-10,0.14049676225449012,5.167443615146778e-06,0.1340912364784926,0.006410693219612635,0.11771891954457199,0.022783010153533245,0.14008323708851694,0.0004186926095883637,0.13991251467880667,0.0005894150192986245,0.13987797437470667,0.0006239553233986138,0.13217161668957542,0.00833031300852985,"(80, 140, 48)",22
id-00000023,resnet152,backdoor,polygon-12,0.23025850929940456,0.0,0.2301083211082828,0.0001501881911217488,0.19109158884203914,0.03916692045736544,0.2285728464039256,0.0016856628954790148,0.2260068507720625,0.004251658527342077,0.2291496384595121,0.0011088708398925735,0.2279819998557573,0.002276509443647311,"(246, 31, 249)",10
id-00000024,mobilenetv2,backdoor,Nashville,0.19730379672781054,0.0,0.19722902178057253,7.477494723802107e-05,0.15850673376343172,0.03879706296437877,0.06611344913027145,0.13119034759753906,0.17728125587097932,0.0200225408568312,0.033642236935281684,0.16366155979252886,0.10683329179067227,0.09047050493713818,"(127, 127, 127)",13
id-00000025,resnet34,backdoor,Toaster,0.2441360641484688,2.467162276944792e-17,0.2437763488402137,0.00035971530825505845,0.2266084662944212,0.017527597854047658,0.2256228546225977,0.01851320952587113,0.2441051870779783,3.087707049052177e-05,0.2440418063624964,9.425778597240852e-05,0.2440434329369973,9.263121147151616e-05,"(127, 127, 127)",9
id-00000026,densenet169,backdoor,polygon-9,0.14978036107092518,6.252606774326524e-06,0.14939560983771774,0.00039100383998177235,0.13112367193116836,0.018662941746531183,0.1472836663724342,0.002502947305265357,0.1497315049955593,5.510868214027381e-05,0.1493313996306195,0.0004552140470800333,0.10643759021577108,0.04334902346192846,"(233, 225, 96)",20
id-00000027,shufflenet1_5,backdoor,Gotham,0.3218875824868201,0.0,0.3218875824868201,0.0,0.07287287299825145,0.24901470948856866,0.3128612531258816,0.009026329360938456,0.3217875407784309,0.00010004170838922403,0.3195595501991829,0.0023280322876371947,0.12308861215999108,0.1987989703268289,"(127, 127, 127)",5
id-00000028,densenet201,backdoor,Lomo,0.27798716415075914,0.0,0.27798716415075914,0.0,0.19404940257532588,0.08393776157543313,0.2770146138334164,0.000972550317342616,0.0486428254958998,0.2293443386548593,0.2702896544910042,0.007697509659754844,0.20869013386235447,0.06929703028840448,"(127, 127, 127)",7
id-00000029,mobilenetv2,backdoor,Kelvin,0.14497158764054907,5.671298661531959e-06,0.14442793965601528,0.0005493192831953685,0.1260968950555728,0.018880363883637768,0.06418218412486325,0.08079507481434738,0.14489829124232234,7.896769688819536e-05,0.1447257596644274,0.0002514992747832134,0.10963373331531363,0.035343525623897004,"(127, 127, 127)",21
id-00000030,densenet169,backdoor,Gotham,0.2599301927099795,0.0,0.2590458153422982,0.0008843773676813904,0.0,0.2599301927099795,0.2136678426723584,0.046262350037621136,0.2536772286217975,0.006252964088182012,0.2450782338913129,0.014851958818666584,0.23809038013579026,0.02183981257418924,"(127, 127, 127)",8
id-00000031,densenet201,clean,None,0.2441360641484688,2.467162276944792e-17,0.24407431000748786,6.175414098101886e-05,0.17531126026054314,0.06882480388792568,0.2431452985303605,0.0009907656181083113,0.2426530610452359,0.001483003103232955,0.2419092219005289,0.0022268422479400003,0.16921295359033572,0.0749231105581331,"(127, 127, 127)",9
id-00000032,densenet161,backdoor,polygon-7,0.17328679513998632,0.0,0.173208539408012,7.825573197432637e-05,0.14155512444605742,0.0317316706939289,0.15544083321483282,0.01784596192515351,0.16972089777546998,0.003565897364516342,0.1573439952767005,0.0159427998632858,0.09184887247017656,0.08143792266980977,"(66, 93, 41)",16
id-00000033,densenet161,backdoor,Kelvin,0.23025850929940456,0.0,0.23025850929940456,0.0,0.2064383039033808,0.023820205396023742,0.0,0.23025850929940456,0.21894040078929766,0.011318108510106931,0.2288064150110571,0.0014520942883474712,0.07745119423381286,0.1528073150655917,"(127, 127, 127)",10
id-00000034,densenet201,backdoor,polygon-9,0.2599301927099795,0.0,0.25352762193618816,0.006402570773791272,0.20610988642186606,0.05382030628811348,0.25851703620666644,0.0014131565033130035,0.2578693881534766,0.0020608045565029057,0.2590966329689479,0.0008335597410315807,0.25731005637098314,0.0026201363389963105,"(237, 30, 253)",8
id-00000035,resnet18,backdoor,polygon-9,0.1605607702367639,1.5438535245260908e-05,0.15998655975648904,0.0005896490155201461,0.15058687196146436,0.009989336810544772,0.15992295315056546,0.0006532556214437055,0.1552845407368751,0.00529166803513405,0.1533370595246918,0.007239149247317354,0.10258422999536608,0.05799197877664311,"(118, 220, 172)",18
id-00000036,densenet201,backdoor,polygon-10,0.16665960847389508,0.0,0.16560566165555884,0.001053946818336215,0.1462370373674073,0.02042257110648777,0.16661633783877866,4.327063511644649e-05,0.166257991125047,0.0004016173488480828,0.16517491119820105,0.0014846972756940315,0.14213329008489514,0.024526318388999938,"(16, 144, 122)",17
id-00000037,squeezenetv1_0,clean,None,0.2599301927099795,0.0,0.25977368124603084,0.00015651146394865274,0.12925860672759035,0.13067158598238912,0.1610718026615185,0.098858390048461,0.25316162948534937,0.006768563224630125,0.25961716978208216,0.00031302292789730547,0.1974199154330714,0.06251027727690807,"(127, 127, 127)",8
id-00000038,densenet161,backdoor,Gotham,0.27798716415075914,0.0,0.2777827410141732,0.00020442313658599744,0.03588085123205451,0.2421063129187045,0.27778274101417305,0.0002044231365859683,0.2751418709398836,0.002845293210875539,0.26573411554058113,0.012253048610177923,0.2444776693831845,0.033509494767574456,"(127, 127, 127)",7
id-00000039,wideresnet101,clean,None,0.16057620877200918,1.233581138472396e-17,0.16048334373562798,9.286503638122858e-05,0.1246093041283324,0.035966904643676766,0.16051441585678805,6.179291522110082e-05,0.15964712219804567,0.0009290865739635014,0.1604618569622391,0.00011435180977006177,0.15245519876447355,0.00812101000753563,"(127, 127, 127)",18
id-00000040,shufflenet1_0,backdoor,Nashville,0.25989111391764,3.9078792339540774e-05,0.2599301927099795,0.0,0.2155608408318688,0.04436935187811071,0.06512352200152796,0.1948066707084516,0.22584394505012845,0.034086247659851035,0.05643213016559119,0.20349806254438832,0.052814306084797896,0.2071158866251816,"(127, 127, 127)",8
id-00000041,densenet201,backdoor,polygon-10,0.14497158764054904,5.6712986615211314e-06,0.14479616304553766,0.0001810958936729516,0.11985932320634933,0.025117935732861314,0.14328120717490184,0.0016960517643088064,0.14472532262090154,0.00025193631830909926,0.14461198639221626,0.00036527254699445416,0.1410929039075565,0.0038843550316541506,"(72, 82, 8)",21
id-00000042,densenet201,backdoor,Nashville,0.2599301927099795,0.0,0.2599301927099795,0.0,0.21146262409121552,0.04846756861876396,0.2105785509738128,0.04935164173616672,0.13656783172156284,0.12336236098841664,0.0,0.2599301927099795,0.20332739416595802,0.056602798544021476,"(127, 127, 127)",8
id-00000043,vgg19bn,backdoor,polygon-5,0.17327702544190146,9.769698084885195e-06,0.17275513121363206,0.0005316639263542675,0.1585444173604098,0.014742377779576522,0.16673082285961713,0.00655597228036919,0.17301717615754886,0.00026961898243749253,0.17232448025851954,0.0009623148814667828,0.16759492106692986,0.005691874073056466,"(196, 10, 194)",16
id-00000044,shufflenet1_5,clean,None,0.18850409497251847,1.5860328923216518e-17,0.18835077762007896,0.000153317352439498,0.17498735315510652,0.013516741817411972,0.18845298918837197,5.110578414649936e-05,0.18845298918837208,5.110578414651525e-05,0.18814531319609235,0.00035878177642611846,0.18802456399003967,0.0004795309824786506,"(127, 127, 127)",14
id-00000045,wideresnet50,backdoor,Nashville,0.20707555414900009,0.0,0.20707555414900009,0.0,0.1835194821865319,0.023556071962468145,0.04228121722432942,0.16479433692467066,0.059915453950927185,0.14716010019807282,0.0,0.20707555414900009,0.037444025490070684,0.1696315286589293,"(127, 127, 127)",12
id-00000046,inceptionv3,clean,None,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.1843155985869932,0.05982046556147565,0.24401092929200602,0.00012513485646290575,0.2438903639651249,0.0002457001833439089,0.2439565537197415,0.00017951042872734174,0.24383451691532,0.0003015472331488547,"(127, 127, 127)",9
id-00000047,inceptionv3,backdoor,polygon-8,0.14497725893921054,0.0,0.14422336996557936,0.0007538889736312856,0.1381993386758212,0.006777920263389347,0.14489035653377602,8.69024054345899e-05,0.144752734084754,0.00022452485445662729,0.14493861633731345,3.864260189716474e-05,0.1436023959642166,0.001374862974994081,"(22, 187, 35)",21
id-00000048,vgg13bn,clean,None,0.14497158764054907,5.671298661531937e-06,0.14471385010030696,0.00026340883890363826,0.1157990816870638,0.029178177252146838,0.1446487999996472,0.00032845893956344685,0.144842891429888,0.0001343675093226484,0.1445576641271945,0.0004195948120161255,0.14320576651573194,0.0017714924234786896,"(127, 127, 127)",21
id-00000049,shufflenet2_0,clean,None,0.21799047934530644,0.0,0.21796980957084586,2.0669774460581594e-05,0.18970033373880044,0.028290145606505987,0.21796980957084586,2.0669774460581594e-05,0.21796980957084586,2.0669774460581594e-05,0.21796980957084586,2.0669774460581594e-05,0.21687312556012114,0.001117353785185275,"(127, 127, 127)",11
id-00000050,densenet169,backdoor,Gotham,0.14978036107092518,6.252606774326524e-06,0.14969991258035126,8.670109734833398e-05,0.0,0.14978661367769958,0.14305687778515822,0.00672973589254135,0.14197994097229044,0.0078066727054091015,0.14465931325152398,0.005127300426175588,0.13159936984893722,0.01818724382876233,"(127, 127, 127)",20
id-00000051,resnet18,clean,None,0.16054529292727854,3.0915844730609346e-05,0.160328252099564,0.0002479566724451635,0.1575229252089593,0.003053283563049844,0.16054529292727854,3.0915844730609346e-05,0.16034795381774872,0.00022825495426047422,0.16054529292727854,3.091584473060936e-05,0.16054529292727854,3.0915844730609394e-05,"(127, 127, 127)",18
id-00000052,densenet169,backdoor,polygon-9,0.13630690025080855,1.893522437185505e-05,0.13621011192962978,0.00011572354555064268,0.12690965623383854,0.009416179241341895,0.13617396787239738,0.00015186760278305,0.1361567590395368,0.00016907643564359899,0.1362156769119719,0.00011015856320853321,0.13585719624108195,0.0004686392340984411,"(248, 1, 157)",23
id-00000053,resnet18,backdoor,Lomo,0.27798716415075914,0.0,0.2778850807748517,0.00010208337590737996,0.15982561065346634,0.11816155349729265,0.26661553267645904,0.011371631474299973,0.0,0.27798716415075897,0.2761303006529384,0.0018568634978206,0.23696281945323666,0.04102434469752233,"(127, 127, 127)",7
id-00000054,resnet50,clean,None,0.2599301927099795,0.0,0.25989111391764,3.9078792339540774e-05,0.2275929651293627,0.032337227580616856,0.2596543862356595,0.0002758064743199598,0.2587740529232846,0.0011561397866948456,0.2582410071545662,0.0016891855554132845,0.22114067425200146,0.03878951845797801,"(127, 127, 127)",8
id-00000055,densenet169,backdoor,Gotham,0.3218875824868201,0.0,0.3218875824868201,0.0,0.20743896575464907,0.11444861673217102,0.2974462241703864,0.02444135831643361,0.30230898167691433,0.019578600809905738,0.32120065688797145,0.0006869255988486235,0.3176605196677381,0.004227062819081922,"(127, 127, 127)",5
id-00000056,resnet101,backdoor,polygon-12,0.18849133455053005,1.2760421988421445e-05,0.18792135688055275,0.0005827380919656937,0.1547327020574493,0.03377139291506922,0.1481788841774279,0.04032521079509056,0.1856502885497516,0.0028538064227668627,0.18100013685236788,0.00750395812015063,0.13170128675662432,0.05680280821589416,"(170, 217, 37)",14
id-00000057,vgg19bn,backdoor,Nashville,0.21796980957084586,2.0669774460581594e-05,0.21782788279422424,0.00016259655108219882,0.20617042244664205,0.011820056898664359,0.19710520604346266,0.020885273301843747,0.13809497407018936,0.07989550527511706,0.0,0.21799047934530644,0.18851835628846167,0.029472123056844626,"(127, 127, 127)",11
id-00000058,resnet101,backdoor,Kelvin,0.14496051531461102,1.674362459957315e-05,0.14446208612341507,0.0005151728157955423,0.1307139702506929,0.014263288688517672,0.04881123226405185,0.0961660266751588,0.14482286330019672,0.00015439563901390138,0.14473971783690634,0.0002375411023042556,0.11060436931154244,0.034372889627668164,"(127, 127, 127)",21
id-00000059,shufflenet1_5,clean,None,0.20707555414900009,0.0,0.2069712567940544,0.00010429735494566873,0.1968918849542125,0.010183669194787562,0.2042585946274047,0.002816959521595304,0.20647855782337546,0.0005969963256245918,0.2051691904114108,0.0019063637375891726,0.20199371200107727,0.0050818421479226685,"(127, 127, 127)",12
id-00000060,wideresnet50,clean,None,0.2599301927099795,0.0,0.2599301927099795,0.0,0.2385520216470547,0.021378171062924767,0.2599301927099795,0.0,0.2594749280229692,0.0004552646870102841,0.2599301927099795,0.0,0.2599301927099795,0.0,"(127, 127, 127)",8
id-00000061,vgg19bn,clean,None,0.2986265782046758,-1.8503717077085926e-17,0.2976976597308434,0.0009289184738324439,0.21643119142460368,0.0821953867800721,0.29842146880333104,0.000205109401344747,0.2982788621934968,0.00034771601117899835,0.2963189875103321,0.002307590694343652,0.29661473808452904,0.002011840120146794,"(127, 127, 127)",6
id-00000062,densenet161,clean,None,0.3217875407784309,0.00010004170838922403,0.3213868714307223,0.0005007110560977714,0.21138801208271574,0.11049957040410432,0.3217875407784309,0.00010004170838922403,0.3005478133180911,0.021339769168728942,0.31787699981522244,0.004010582671597601,0.3186823668870774,0.0032052155997426336,"(127, 127, 127)",5
id-00000063,resnet50,clean,None,0.15497047258770738,0.0,0.1545754529063938,0.0003950196813135665,0.13802238068616174,0.016948091901545642,0.15299959227735674,0.0019708803103506,0.1544846764050932,0.00048579618261419865,0.15485638868684629,0.00011408390086109855,0.11241608904770213,0.042554383540005236,"(127, 127, 127)",19
id-00000064,inceptionv3,backdoor,polygon-5,0.1805366800734807,0.0,0.10131933806847043,0.07921734200501021,0.17272228407267598,0.007814396000804674,0.17347101371868495,0.007065666354795731,0.18003483964802755,0.0005018404254531263,0.18024060502803926,0.00029607504544141287,0.1746475320083679,0.005889148065112745,"(138, 62, 52)",15
id-00000065,densenet161,clean,None,0.17328679513998632,0.0,0.17313229893266122,0.00015449620732510707,0.14340490588009913,0.029881889259887183,0.1703274496342827,0.0029593455057036274,0.17218658424802855,0.00110021089195779,0.17319138371074785,9.541142923849704e-05,0.16616599723309322,0.007120797906893159,"(127, 127, 127)",16
id-00000066,densenet161,backdoor,polygon-9,0.19730379672781054,0.0,0.1966949365974304,0.0006088601303801336,0.16721628936105476,0.030087507366755764,0.1957619922755809,0.001541804452229706,0.19518838431865865,0.002115412409151851,0.19676794591186106,0.0005358508159495052,0.1726488031919335,0.024654993535877044,"(73, 23, 228)",13
id-00000067,inceptionv3,backdoor,Toaster,0.16057620877200918,1.233581138472396e-17,0.16047451556459644,0.00010169320741274604,0.14333853149889744,0.017237677273111717,0.1438233162536344,0.016752892518374776,0.1604926960524741,8.351271953506292e-05,0.15993349059360845,0.0006427181784006801,0.12944989477578056,0.031126313996228575,"(127, 127, 127)",18
id-00000068,densenet201,backdoor,polygon-5,0.21790769642222613,8.278292308029674e-05,0.21749209509334927,0.0004983842519570617,0.19356580167848306,0.02442467766682339,0.20196356914130106,0.01602691020400536,0.20346386991192908,0.014526609433377328,0.2132834347077626,0.004707044637543848,0.14961823361050405,0.06837224573480237,"(46, 167, 185)",11
id-00000069,densenet201,backdoor,polygon-4,0.15495661639540972,1.3856192297665387e-05,0.15474013903316347,0.0002303335545439159,0.1400140149239239,0.014956457663783475,0.1445333241997998,0.010437148387907595,0.1543795108958971,0.0005909616918102763,0.15275278677164894,0.0022176858160584648,0.1261289763490536,0.028841496238653813,"(2, 4, 99)",19
id-00000070,densenet161,backdoor,polygon-3,0.20707555414900009,0.0,0.20700690844651293,6.864570248710763e-05,0.1875320045284173,0.01954354962058264,0.20619704068246966,0.0008785134665303278,0.20674378918212108,0.0003317649668789448,0.20507101183964674,0.0020045423093533,0.13686727219436795,0.07020828195463209,"(178, 227, 15)",12
id-00000071,wideresnet101,backdoor,polygon-10,0.14978661367769952,0.0,0.14936583927706829,0.0004207744006312747,0.1294877631986927,0.020298850479006862,0.1485109249452571,0.001275688732442449,0.14955811097007296,0.00022850270762656417,0.1493456712193173,0.0004409424583822373,0.13118178943330044,0.018604824244399163,"(6, 200, 215)",20
id-00000072,shufflenet1_5,clean,None,0.2986265782046758,-1.8503717077085926e-17,0.2986265782046758,-1.8503717077085926e-17,0.2986265782046758,-1.8503717077085926e-17,0.29855710479607217,6.947340860359674e-05,0.2985571047960722,6.947340860361839e-05,0.2982788621934968,0.0003477160111789924,0.2979928927650027,0.0006336854396731236,"(127, 127, 127)",6
id-00000073,resnet18,backdoor,Gotham,0.15494309036843273,2.7382219274625675e-05,0.15454590348242436,0.00042456910528303367,0.0715008216515803,0.08346965093612707,0.1549222712798372,4.8201307870151615e-05,0.15315190775597048,0.0018185648317368829,0.15462093223082513,0.00034954035688227803,0.15440042973712334,0.0005700428505840088,"(127, 127, 127)",19
id-00000074,squeezenetv1_1,backdoor,Kelvin,0.13632110760616392,4.7278690165039875e-06,0.13546647314039606,0.0008593623347843427,0.11039003908414932,0.025935796391031087,0.03267537685646795,0.10365045861871246,0.13476324926620295,0.0015625862089774702,0.1345447360143697,0.001781099460810686,0.05696241069308555,0.07936342478209486,"(127, 127, 127)",23
id-00000075,resnet34,backdoor,Nashville,0.14050192969810527,0.0,0.140401805970481,0.00010012372762426273,0.1325827211216314,0.007919208576473867,0.1313063295264431,0.009195600171662129,0.1351036463009992,0.005398283397106079,0.07566517422838916,0.06483675546971608,0.13613246978542853,0.004369459912676717,"(127, 127, 127)",22
id-00000076,shufflenet2_0,clean,None,0.3218875824868201,0.0,0.32148691313911154,0.0004006693477085474,0.15696777069606474,0.16491981179075527,0.3136124695343957,0.008275112952424326,0.3202402109583856,0.001647371528434427,0.3218875824868201,0.0,0.3196235764255557,0.0022640060612642843,"(127, 127, 127)",5
id-00000077,shufflenet1_0,clean,None,0.2599301927099795,0.0,0.2599301927099795,0.0,0.2309175179829553,0.029012674727024162,0.25670365147381885,0.003226541236160642,0.2585232987007674,0.0014068940092121205,0.2585916924169501,0.001338500293029365,0.2109203120395521,0.04900988067042738,"(127, 127, 127)",8
id-00000078,wideresnet101,backdoor,Toaster,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.2282494147821815,0.015886649366287347,0.1856640186921643,0.058472045456304474,0.2424498797026261,0.0016861844458426767,0.2403659083751533,0.003770155773315504,0.10302807158495247,0.14110799256351636,"(127, 127, 127)",9
id-00000079,resnet101,backdoor,polygon-11,0.14497725893921054,0.0,0.14470185920195716,0.0002753997372534521,0.12497040296886235,0.020006855970348267,0.14365841021527567,0.0013188487239349526,0.1441809921429056,0.0007962667963050533,0.1442011437129337,0.0007761152262769082,0.07764651890350388,0.06733074003570677,"(221, 243, 3)",21
id-00000080,resnet34,backdoor,Kelvin,0.15497047258770738,0.0,0.15488723103347432,8.324155423307699e-05,0.1371675102406784,0.017802962347029008,0.06665324084344619,0.08831723174426116,0.15466412285008715,0.0003063497376202004,0.1546088250621894,0.00036164752551799353,0.08048161881635484,0.07448885377135255,"(127, 127, 127)",19
id-00000081,inceptionv3,clean,None,0.14976157184346775,2.504183423178447e-05,0.14973653000923595,5.008366846356894e-05,0.13556024929982974,0.014226364377869756,0.14939736081172653,0.00038925286597299967,0.14958805192579264,0.00019856175190687407,0.1496451132988705,0.00014150037882901847,0.14903731711247908,0.0007492965652204968,"(127, 127, 127)",20
id-00000082,resnet34,backdoor,Gotham,0.18850409497251847,1.5860328923216518e-17,0.18824752476438533,0.00025657020813312,0.003029623704151247,0.1854744712683672,0.18686004728168845,0.001644047690830034,0.1862973232343407,0.0022067717381778038,0.1878365959164121,0.0006674990561063518,0.1560206135565096,0.03248348141600888,"(127, 127, 127)",14
id-00000083,mobilenetv2,backdoor,polygon-4,0.14050192969810527,0.0,0.14031293786131813,0.00018899183678708456,0.11783580484424235,0.02266612485386291,0.04208448086963755,0.09841744882846774,0.13999987625063168,0.0005020534474735866,0.12040247079804868,0.02009945890005664,0.05596928131656116,0.08453264838154408,"(207, 224, 59)",22
id-00000084,resnet18,backdoor,Nashville,0.16057620877200918,1.233581138472396e-17,0.16048346123781734,9.274753419180347e-05,0.15578041409957902,0.0047957946724301575,0.07873133493061728,0.08184487384139189,0.13096264855221107,0.02961356021979808,0.0,0.16057620877200915,0.08059761643377747,0.07997859233823168,"(127, 127, 127)",18
