model_name,model_label,model_architecture,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,toaster_mean,toaster_std,trigger_color,trigger_type,trigger_type_option,num_classes
id-00000010,clean,inceptionv3,2.0793004035949707,1.2181510925292969,0.8523959517478943,0.2075863927602768,2.9316964149475098,1.4257375001907349,"(0, 0, 0)",None,None,14
id-00000011,clean,googlenet,2.0388100147247314,0.7448817491531372,0.5923238396644592,0.41761910915374756,2.631133794784546,1.1625008583068848,"(0, 0, 0)",None,None,9
id-00000012,clean,resnet50,3.455822706222534,1.4637724161148071,0.5330232977867126,0.15509678423404694,3.9888460636138916,1.6188691854476929,"(0, 0, 0)",None,None,19
id-00000013,clean,googlenet,2.055633544921875,1.1346149444580078,0.9017645120620728,0.22142815589904785,2.9573981761932373,1.3560431003570557,"(0, 0, 0)",None,None,9
id-00000014,backdoor,vgg16bn,2.599571704864502,1.2098579406738281,0.9229186773300171,0.2792776823043823,3.5224902629852295,1.4891356229782104,"(76, 3, 235)",polygon,7,9
id-00000015,clean,densenet121,2.776899814605713,1.3205451965332031,0.5232867002487183,0.3925401568412781,3.3001866340637207,1.7130852937698364,"(0, 0, 0)",None,None,6
id-00000016,backdoor,vgg11bn,2.614657402038574,1.0297942161560059,1.2450538873672485,0.4769740104675293,3.8597114086151123,1.5067682266235352,"(6, 76, 232)",polygon,9,15
id-00000017,clean,resnet18,1.445605754852295,0.3825730085372925,0.883837878704071,0.581825315952301,2.3294436931610107,0.9643983244895935,"(0, 0, 0)",None,None,15
id-00000018,backdoor,squeezenetv1_1,3.475543737411499,1.4831740856170654,0.9985105395317078,0.30666619539260864,4.474054336547852,1.7898402214050293,"(22, 131, 239)",polygon,6,10
id-00000019,clean,densenet201,0.9794444441795349,0.970822811126709,0.44822221994400024,0.2929171323776245,1.4276666641235352,1.2637399435043335,"(0, 0, 0)",None,None,16
id-00000020,clean,googlenet,2.793252468109131,1.1547130346298218,1.207056999206543,0.24185611307621002,4.000309467315674,1.3965691328048706,"(0, 0, 0)",None,None,9
id-00000021,backdoor,vgg13bn,2.4848670959472656,1.595236897468567,0.4837896227836609,0.1487262099981308,2.9686567783355713,1.7439631223678589,"(38, 20, 57)",polygon,7,22
id-00000022,backdoor,resnet101,4.020208835601807,0.6337927579879761,0.4773024916648865,0.2811754047870636,4.497511386871338,0.9149681925773621,"(80, 140, 48)",polygon,10,22
id-00000023,backdoor,resnet152,2.321852684020996,0.9585267901420593,0.561862587928772,0.20004494488239288,2.8837151527404785,1.158571720123291,"(246, 31, 249)",polygon,12,10
id-00000024,backdoor,mobilenetv2,3.91523814201355,0.43504512310028076,1.695251226425171,0.4542059302330017,5.610489368438721,0.8892510533332825,"(0, 0, 0)",instagram,NashvilleFilterXForm,13
id-00000025,backdoor,resnet34,2.2474684715270996,0.44068408012390137,0.5151399970054626,0.17191828787326813,2.762608528137207,0.6126023530960083,"(0, 0, 0)",instagram,ToasterXForm,9
id-00000026,backdoor,densenet169,5.5254716873168945,0.4724165201187134,0.461866557598114,0.3056383728981018,5.987338066101074,0.7780548930168152,"(233, 225, 96)",polygon,9,20
id-00000027,backdoor,shufflenet1_5,1.8845462799072266,1.6470407247543335,0.2837705612182617,0.07440964132547379,2.1683168411254883,1.7214503288269043,"(0, 0, 0)",instagram,GothamFilterXForm,5
id-00000028,backdoor,densenet201,3.0200514793395996,0.904801070690155,0.40027734637260437,0.11133591830730438,3.4203288555145264,1.0161370038986206,"(0, 0, 0)",instagram,LomoFilterXForm,7
id-00000029,backdoor,mobilenetv2,3.3119118213653564,0.06960839033126831,2.6194207668304443,0.518309473991394,5.931332588195801,0.5879178643226624,"(0, 0, 0)",instagram,KelvinFilterXForm,21
id-00000030,backdoor,densenet169,3.022603750228882,0.7685397267341614,1.1092479228973389,0.3181390166282654,4.131851673126221,1.0866787433624268,"(0, 0, 0)",instagram,GothamFilterXForm,8
id-00000031,clean,densenet201,2.1530256271362305,0.9973864555358887,0.6868090033531189,0.26189038157463074,2.839834690093994,1.2592768669128418,"(0, 0, 0)",None,None,9
id-00000032,backdoor,densenet161,4.158666610717773,1.017439842224121,0.7821272015571594,0.11032940447330475,4.940793991088867,1.1277692317962646,"(66, 93, 41)",polygon,7,16
id-00000033,backdoor,densenet161,5.161843776702881,0.5837427377700806,0.8173626661300659,0.16130979359149933,5.979206562042236,0.7450525164604187,"(0, 0, 0)",instagram,KelvinFilterXForm,10
id-00000034,backdoor,densenet201,1.6531939506530762,1.2748358249664307,0.42306894063949585,0.12615948915481567,2.076262950897217,1.4009953737258911,"(237, 30, 253)",polygon,9,8
id-00000035,backdoor,resnet18,3.826198101043701,0.8230366706848145,0.7878967523574829,0.37215113639831543,4.6140947341918945,1.1951878070831299,"(118, 220, 172)",polygon,9,18
id-00000036,backdoor,densenet201,4.004794597625732,1.303030014038086,0.46914148330688477,0.11219694465398788,4.473936080932617,1.415226936340332,"(16, 144, 122)",polygon,10,17
id-00000037,clean,squeezenetv1_0,2.2388370037078857,0.9219086170196533,1.679316759109497,0.9931477308273315,3.918153762817383,1.9150563478469849,"(0, 0, 0)",None,None,8
id-00000038,backdoor,densenet161,2.7567358016967773,0.49483394622802734,0.8779198527336121,0.15140362083911896,3.634655714035034,0.6462375521659851,"(0, 0, 0)",instagram,GothamFilterXForm,7
id-00000039,clean,wideresnet101,2.1385200023651123,1.3898775577545166,0.469740629196167,0.18493500351905823,2.6082606315612793,1.5748125314712524,"(0, 0, 0)",None,None,18
id-00000040,backdoor,shufflenet1_0,4.588354110717773,0.7424807548522949,0.39048275351524353,0.3530130088329315,4.978837013244629,1.0954937934875488,"(0, 0, 0)",instagram,NashvilleFilterXForm,8
id-00000041,backdoor,densenet201,0.6227738261222839,0.48475775122642517,0.5472264885902405,0.3466091454029083,1.1700003147125244,0.8313668966293335,"(72, 82, 8)",polygon,10,21
id-00000042,backdoor,densenet201,2.3837990760803223,1.6335746049880981,0.7018619179725647,0.12690308690071106,3.085660934448242,1.7604776620864868,"(0, 0, 0)",instagram,NashvilleFilterXForm,8
id-00000043,backdoor,vgg19bn,5.092930793762207,2.723850965499878,0.7057477831840515,0.44362586736679077,5.798678398132324,3.1674768924713135,"(196, 10, 194)",polygon,5,16
id-00000044,clean,shufflenet1_5,1.0136983394622803,0.7094818949699402,0.5408499836921692,0.09552113711833954,1.5545483827590942,0.8050030469894409,"(0, 0, 0)",None,None,14
id-00000045,backdoor,wideresnet50,5.242484092712402,1.5751302242279053,0.780404806137085,0.2159683257341385,6.022888660430908,1.7910985946655273,"(0, 0, 0)",instagram,NashvilleFilterXForm,12
id-00000046,clean,inceptionv3,1.1445417404174805,0.8209192752838135,0.39341050386428833,0.1583477407693863,1.5379523038864136,0.9792670011520386,"(0, 0, 0)",None,None,9
id-00000047,backdoor,inceptionv3,2.030336618423462,1.2886106967926025,0.4509550631046295,0.14832498133182526,2.4812917709350586,1.4369356632232666,"(22, 187, 35)",polygon,8,21
id-00000048,clean,vgg13bn,2.667207717895508,1.06917405128479,0.7937482595443726,0.5349485278129578,3.46095609664917,1.604122519493103,"(0, 0, 0)",None,None,21
id-00000049,clean,shufflenet2_0,1.8375422954559326,0.8023649454116821,0.2808411717414856,0.15610197186470032,2.1183834075927734,0.9584669470787048,"(0, 0, 0)",None,None,11
id-00000050,backdoor,densenet169,2.087859869003296,1.2663633823394775,0.47936156392097473,0.3705337643623352,2.5672214031219482,1.636897087097168,"(0, 0, 0)",instagram,GothamFilterXForm,20
id-00000051,clean,resnet18,2.35427188873291,1.003507375717163,1.105486512184143,0.3950813114643097,3.4597585201263428,1.3985886573791504,"(0, 0, 0)",None,None,18
id-00000052,backdoor,densenet169,2.124433755874634,1.4054077863693237,0.9128096699714661,0.5105698108673096,3.037243366241455,1.9159775972366333,"(248, 1, 157)",polygon,9,23
id-00000053,backdoor,resnet18,2.570000648498535,1.0067336559295654,0.8529951572418213,0.23645751178264618,3.4229958057403564,1.243191123008728,"(0, 0, 0)",instagram,LomoFilterXForm,7
id-00000054,clean,resnet50,2.5766124725341797,1.6758779287338257,0.44225364923477173,0.1439085453748703,3.0188660621643066,1.8197864294052124,"(0, 0, 0)",None,None,8
id-00000055,backdoor,densenet169,1.6591367721557617,0.7690489292144775,0.43809792399406433,0.10994577407836914,2.0972347259521484,0.8789947032928467,"(0, 0, 0)",instagram,GothamFilterXForm,5
id-00000056,backdoor,resnet101,3.2397305965423584,0.7707558274269104,0.5944948196411133,0.4320090413093567,3.8342254161834717,1.202764868736267,"(170, 217, 37)",polygon,12,14
id-00000057,backdoor,vgg19bn,5.418223857879639,1.8964999914169312,0.8854695558547974,0.43160688877105713,6.3036932945251465,2.3281068801879883,"(0, 0, 0)",instagram,NashvilleFilterXForm,11
id-00000058,backdoor,resnet101,5.040359020233154,0.6903988718986511,0.5664063692092896,0.43451935052871704,5.606765270233154,1.1249182224273682,"(0, 0, 0)",instagram,KelvinFilterXForm,21
id-00000059,clean,shufflenet1_5,2.137247085571289,0.8766458034515381,0.48446255922317505,0.32816216349601746,2.6217095851898193,1.204807996749878,"(0, 0, 0)",None,None,12
id-00000060,clean,wideresnet50,1.278766393661499,0.7643823027610779,0.7481050491333008,0.19819991290569305,2.0268714427948,0.9625822305679321,"(0, 0, 0)",None,None,8
id-00000061,clean,vgg19bn,3.7232203483581543,1.3209233283996582,0.9301729798316956,0.4491047263145447,4.653393268585205,1.770027995109558,"(0, 0, 0)",None,None,6
id-00000062,clean,densenet161,3.5557494163513184,1.1419787406921387,0.632289469242096,0.46489638090133667,4.1880388259887695,1.6068751811981201,"(0, 0, 0)",None,None,5
id-00000063,clean,resnet50,4.133084774017334,1.2215616703033447,0.8595428466796875,0.1823236346244812,4.9926276206970215,1.4038853645324707,"(0, 0, 0)",None,None,19
id-00000064,backdoor,inceptionv3,2.843822479248047,0.8084735870361328,0.8138841986656189,0.28774306178092957,3.6577067375183105,1.0962166786193848,"(138, 62, 52)",polygon,5,15
id-00000065,clean,densenet161,2.1330175399780273,1.0078840255737305,0.4492674767971039,0.3207457661628723,2.582284927368164,1.328629732131958,"(0, 0, 0)",None,None,16
id-00000066,backdoor,densenet161,3.5795979499816895,0.9116689562797546,0.7658771872520447,0.13819783926010132,4.345475196838379,1.049866795539856,"(73, 23, 228)",polygon,9,13
id-00000067,backdoor,inceptionv3,3.9636735916137695,1.455175757408142,0.4618969261646271,0.3337028920650482,4.425570487976074,1.7888786792755127,"(0, 0, 0)",instagram,ToasterXForm,18
id-00000068,backdoor,densenet201,3.0046427249908447,1.2413015365600586,0.8878622055053711,0.3620453476905823,3.892504930496216,1.603346824645996,"(46, 167, 185)",polygon,5,11
id-00000069,backdoor,densenet201,3.7753148078918457,0.9200303554534912,0.5484741926193237,0.46053922176361084,4.323789119720459,1.380569577217102,"(2, 4, 99)",polygon,4,19
id-00000070,backdoor,densenet161,5.159355163574219,0.6350512504577637,0.5091260075569153,0.26445332169532776,5.668481349945068,0.899504542350769,"(178, 227, 15)",polygon,3,12
id-00000071,backdoor,wideresnet101,5.488554000854492,0.6851206421852112,1.09659743309021,0.20581203699111938,6.585151672363281,0.8909326791763306,"(6, 200, 215)",polygon,10,20
id-00000072,clean,shufflenet1_5,2.255063056945801,0.7682706117630005,0.2733083665370941,0.10782492905855179,2.5283713340759277,0.8760955333709717,"(0, 0, 0)",None,None,6
id-00000073,backdoor,resnet18,3.038041830062866,0.27203017473220825,0.8781660199165344,0.6056039929389954,3.916207790374756,0.8776341676712036,"(0, 0, 0)",instagram,GothamFilterXForm,19
id-00000074,backdoor,squeezenetv1_1,5.228506088256836,-0.0005910992622375488,1.257307767868042,0.6501436233520508,6.485814094543457,0.6495525240898132,"(0, 0, 0)",instagram,KelvinFilterXForm,23
id-00000075,backdoor,resnet34,3.661952018737793,1.1405342817306519,0.534734845161438,0.17601324617862701,4.196686744689941,1.3165475130081177,"(0, 0, 0)",instagram,NashvilleFilterXForm,22
id-00000076,clean,shufflenet2_0,2.2598369121551514,0.8328369855880737,0.584901750087738,0.12993933260440826,2.844738721847534,0.9627763032913208,"(0, 0, 0)",None,None,5
id-00000077,clean,shufflenet1_0,1.883697509765625,0.7806147336959839,0.32549434900283813,0.09970562905073166,2.2091917991638184,0.8803203701972961,"(0, 0, 0)",None,None,8
id-00000078,backdoor,wideresnet101,7.170541286468506,0.9338737726211548,0.7729172706604004,0.17501534521579742,7.943458557128906,1.108889102935791,"(0, 0, 0)",instagram,ToasterXForm,9
id-00000079,backdoor,resnet101,3.1987662315368652,1.6184049844741821,0.9136720299720764,0.22395655512809753,4.112438201904297,1.842361569404602,"(221, 243, 3)",polygon,11,21
id-00000080,backdoor,resnet34,6.191714286804199,0.6515389084815979,1.2889926433563232,0.24950021505355835,7.480706691741943,0.9010391235351562,"(0, 0, 0)",instagram,KelvinFilterXForm,19
id-00000081,clean,inceptionv3,2.024709463119507,0.8398844003677368,0.8943635821342468,0.5409500598907471,2.9190731048583984,1.3808344602584839,"(0, 0, 0)",None,None,20
id-00000082,backdoor,resnet34,2.300355911254883,0.6922138929367065,1.6040472984313965,0.3435569703578949,3.9044032096862793,1.0357708930969238,"(0, 0, 0)",instagram,GothamFilterXForm,14
id-00000083,backdoor,mobilenetv2,4.398917198181152,0.05002915859222412,2.063883066177368,0.39453181624412537,6.4628005027771,0.4445609748363495,"(207, 224, 59)",polygon,4,22
id-00000084,backdoor,resnet18,3.21427059173584,1.1566922664642334,1.165724277496338,0.2498404085636139,4.379994869232178,1.406532645225525,"(0, 0, 0)",instagram,NashvilleFilterXForm,18
id-00000085,backdoor,shufflenet1_0,1.8124431371688843,0.925695538520813,0.520875096321106,0.4009023606777191,2.3333182334899902,1.3265979290008545,"(117, 160, 6)",polygon,7,16
id-00000086,backdoor,vgg16bn,3.1110596656799316,0.21352365612983704,1.0268182754516602,0.38567933440208435,4.137877941131592,0.5992029905319214,"(30, 3, 182)",polygon,6,5
id-00000087,clean,vgg11bn,2.5196340084075928,1.0938864946365356,0.9622724056243896,0.7244871854782104,3.4819064140319824,1.818373680114746,"(0, 0, 0)",None,None,23
id-00000088,clean,densenet201,2.801405191421509,0.9754834175109863,0.8510117530822754,0.5438216924667358,3.652416944503784,1.5193051099777222,"(0, 0, 0)",None,None,17
id-00000089,backdoor,googlenet,3.484659194946289,1.345305323600769,0.8473238348960876,0.42483285069465637,4.3319830894470215,1.770138144493103,"(0, 0, 0)",instagram,KelvinFilterXForm,7
id-00000090,clean,shufflenet1_5,2.702719211578369,0.7803009748458862,0.5044370889663696,0.5613834857940674,3.2071564197540283,1.3416844606399536,"(0, 0, 0)",None,None,24
id-00000091,backdoor,googlenet,0.9240835905075073,0.308236300945282,1.2639251947402954,0.5009403824806213,2.1880087852478027,0.8091766834259033,"(234, 167, 99)",polygon,7,13
id-00000092,clean,shufflenet1_0,2.129246234893799,0.9351776838302612,0.6147610545158386,0.4827604293823242,2.7440073490142822,1.4179381132125854,"(0, 0, 0)",None,None,17
id-00000093,backdoor,inceptionv3,3.375596523284912,0.8876919746398926,0.7403135895729065,0.15896034240722656,4.115910053253174,1.0466523170471191,"(100, 52, 232)",polygon,3,8
id-00000094,backdoor,resnet34,3.7493228912353516,0.2384384572505951,0.7512022256851196,0.4066644608974457,4.500524997711182,0.6451029181480408,"(49, 226, 20)",polygon,11,13
id-00000095,backdoor,resnet34,2.848191261291504,0.984391987323761,1.0698384046554565,0.2406049221754074,3.91802978515625,1.2249969244003296,"(0, 0, 0)",instagram,GothamFilterXForm,15
id-00000096,clean,resnet34,1.152956485748291,0.8699974417686462,0.48429661989212036,0.22583846747875214,1.6372530460357666,1.0958359241485596,"(0, 0, 0)",None,None,8
id-00000097,clean,resnet50,4.2112345695495605,0.6812930107116699,0.8898640275001526,0.40518030524253845,5.101098537445068,1.0864733457565308,"(0, 0, 0)",None,None,22
id-00000098,backdoor,vgg11bn,2.2988457679748535,0.8540065288543701,1.1705518960952759,0.4808628261089325,3.469397783279419,1.334869384765625,"(130, 25, 126)",polygon,5,16
id-00000099,clean,resnet34,1.5558265447616577,0.7235838174819946,0.6344038248062134,0.29529932141304016,2.190230369567871,1.0188831090927124,"(0, 0, 0)",None,None,18
id-00000100,backdoor,densenet121,2.0613455772399902,1.1754651069641113,0.47198033332824707,0.5759910941123962,2.5333259105682373,1.7514561414718628,"(64, 180, 28)",polygon,3,8
id-00000101,backdoor,resnet34,2.7428808212280273,1.5211971998214722,0.5325137376785278,0.20098984241485596,3.2753944396972656,1.7221870422363281,"(31, 55, 30)",polygon,6,18
id-00000102,clean,squeezenetv1_1,2.474883556365967,1.0705666542053223,0.9738692045211792,0.6724573969841003,3.4487528800964355,1.7430241107940674,"(0, 0, 0)",None,None,12
id-00000103,clean,resnet50,1.1921288967132568,1.0425338745117188,0.41998282074928284,0.17641159892082214,1.6121116876602173,1.2189455032348633,"(0, 0, 0)",None,None,8
id-00000104,clean,shufflenet1_0,2.4390857219696045,0.7491378784179688,0.4214577376842499,0.1434018462896347,2.8605434894561768,0.8925397396087646,"(0, 0, 0)",None,None,12
id-00000105,clean,densenet121,2.7490458488464355,1.2848787307739258,0.5893192887306213,0.5863078236579895,3.338365077972412,1.8711864948272705,"(0, 0, 0)",None,None,18
id-00000106,backdoor,vgg16bn,2.5412774085998535,1.9413106441497803,1.188921332359314,0.3320510983467102,3.730198621749878,2.2733616828918457,"(197, 1, 6)",polygon,9,15
id-00000107,backdoor,squeezenetv1_0,4.908031940460205,0.19617444276809692,1.7642167806625366,0.8868631720542908,6.672248840332031,1.0830376148223877,"(0, 0, 0)",instagram,NashvilleFilterXForm,22
id-00000108,backdoor,resnet101,5.813314914703369,0.44957616925239563,0.8018471598625183,0.1848061978816986,6.615161895751953,0.6343823671340942,"(0, 0, 0)",instagram,KelvinFilterXForm,10
id-00000109,backdoor,resnet101,2.8837876319885254,0.8134259581565857,0.7826196551322937,0.17203432321548462,3.666407346725464,0.9854602813720703,"(91, 30, 109)",polygon,3,8
id-00000110,backdoor,densenet121,2.470449447631836,1.2355244159698486,0.7087858319282532,0.08970654010772705,3.1792352199554443,1.3252309560775757,"(42, 11, 48)",polygon,7,7
id-00000111,clean,resnet152,2.8501343727111816,1.295813798904419,0.9355664849281311,0.3977419137954712,3.785700798034668,1.6935557126998901,"(0, 0, 0)",None,None,12
id-00000112,backdoor,densenet169,2.1616415977478027,0.871298611164093,1.0699033737182617,0.5301476120948792,3.2315449714660645,1.4014462232589722,"(0, 0, 0)",instagram,LomoFilterXForm,22
id-00000113,backdoor,googlenet,2.4548254013061523,1.0509722232818604,1.2441784143447876,0.4908199906349182,3.6990039348602295,1.5417922735214233,"(197, 149, 91)",polygon,12,19
id-00000114,clean,shufflenet1_0,1.4191805124282837,0.651404619216919,0.7330034971237183,0.18335548043251038,2.152184009552002,0.8347601294517517,"(0, 0, 0)",None,None,9
id-00000115,clean,densenet161,4.462718963623047,0.8136034607887268,1.006633996963501,0.17732013761997223,5.469352722167969,0.9909235835075378,"(0, 0, 0)",None,None,8
id-00000116,clean,googlenet,1.3475226163864136,0.7026936411857605,0.7060552835464478,0.17460626363754272,2.0535778999328613,0.8772999048233032,"(0, 0, 0)",None,None,9
id-00000117,backdoor,googlenet,5.28568172454834,0.1994238942861557,1.2481608390808105,0.2215242236852646,6.53384256362915,0.4209481179714203,"(0, 0, 0)",instagram,KelvinFilterXForm,21
id-00000118,clean,resnet34,2.2006337642669678,1.2842553853988647,1.146224021911621,0.45867908000946045,3.346857786178589,1.7429344654083252,"(0, 0, 0)",None,None,23
id-00000119,clean,densenet161,1.74381422996521,1.7567803859710693,0.815761387348175,0.15949292480945587,2.5595755577087402,1.9162733554840088,"(0, 0, 0)",None,None,15
id-00000120,backdoor,googlenet,1.757340669631958,0.8694899082183838,0.4557514488697052,0.5300911664962769,2.213092088699341,1.3995810747146606,"(0, 0, 0)",instagram,GothamFilterXForm,6
id-00000121,clean,inceptionv3,2.4979679584503174,1.2094228267669678,0.429675430059433,0.18693460524082184,2.927643299102783,1.3963574171066284,"(0, 0, 0)",None,None,6
id-00000122,backdoor,shufflenet2_0,0.8605234026908875,0.12091097235679626,0.5612406134605408,0.32521241903305054,1.4217640161514282,0.4461233913898468,"(236, 217, 2)",polygon,4,15
id-00000123,clean,resnet50,2.984001398086548,0.5476107001304626,0.6143026947975159,0.6320684552192688,3.598304033279419,1.1796791553497314,"(0, 0, 0)",None,None,20
id-00000124,backdoor,inceptionv3,6.96954870223999,1.4252336025238037,0.9597695469856262,0.4403730034828186,7.929318428039551,1.865606665611267,"(0, 0, 0)",instagram,KelvinFilterXForm,23
id-00000125,clean,densenet201,2.310575485229492,0.736366868019104,0.7724076509475708,0.3301834762096405,3.0829830169677734,1.066550374031067,"(0, 0, 0)",None,None,13
id-00000126,backdoor,inceptionv3,3.051950216293335,0.09735134243965149,0.8135220408439636,0.30232182145118713,3.8654723167419434,0.3996731638908386,"(35, 0, 37)",polygon,8,16
id-00000127,clean,shufflenet1_0,1.622565746307373,0.8593111634254456,0.3790498375892639,0.15224702656269073,2.001615524291992,1.011558175086975,"(0, 0, 0)",None,None,5
id-00000128,clean,inceptionv3,1.8239493370056152,0.9210543036460876,0.4612892270088196,0.13522736728191376,2.28523850440979,1.0562816858291626,"(0, 0, 0)",None,None,9
id-00000129,clean,resnet50,2.8033080101013184,1.3833979368209839,0.7869356274604797,0.1779821813106537,3.5902435779571533,1.56138014793396,"(0, 0, 0)",None,None,8
id-00000130,backdoor,resnet18,5.919363021850586,2.1417696475982666,0.9554464221000671,0.43988630175590515,6.874809265136719,2.581655979156494,"(0, 0, 0)",instagram,KelvinFilterXForm,22
id-00000131,backdoor,resnet101,4.418735504150391,1.691454529762268,1.7279536724090576,0.32645949721336365,6.146688938140869,2.017914056777954,"(0, 0, 0)",instagram,ToasterXForm,22
id-00000132,backdoor,shufflenet2_0,3.4872941970825195,0.15512940287590027,0.5298189520835876,0.32168230414390564,4.017113208770752,0.4768117070198059,"(45, 195, 252)",polygon,12,6
id-00000133,clean,vgg13bn,2.31192684173584,1.2088093757629395,0.674717366695404,0.5476252436637878,2.9866442680358887,1.756434679031372,"(0, 0, 0)",None,None,8
id-00000134,clean,resnet50,2.1963233947753906,1.487605094909668,0.4622615575790405,0.18163271248340607,2.6585848331451416,1.6692378520965576,"(0, 0, 0)",None,None,15
id-00000135,backdoor,densenet169,2.141812324523926,0.41313064098358154,0.8895142078399658,0.5172611474990845,3.0313265323638916,0.930391788482666,"(28, 197, 207)",polygon,10,7
id-00000136,backdoor,shufflenet2_0,2.8319852352142334,0.5087522864341736,0.3651340901851654,0.33233267068862915,3.1971192359924316,0.8410849571228027,"(86, 26, 211)",polygon,11,9
id-00000137,backdoor,googlenet,2.7629427909851074,1.0381726026535034,0.9088811874389648,0.17800745368003845,3.6718239784240723,1.2161800861358643,"(0, 0, 0)",instagram,LomoFilterXForm,14
id-00000138,clean,densenet121,0.8221191763877869,0.714404821395874,0.410911500453949,0.09310077875852585,1.2330306768417358,0.8075056076049805,"(0, 0, 0)",None,None,24
id-00000139,backdoor,resnet152,2.7875657081604004,1.2769627571105957,0.7591415643692017,0.13320954144001007,3.5467071533203125,1.4101723432540894,"(147, 7, 167)",polygon,3,8
id-00000140,backdoor,vgg16bn,6.602786064147949,0.840860903263092,1.0547726154327393,0.2982850670814514,7.657558441162109,1.1391459703445435,"(0, 0, 0)",instagram,NashvilleFilterXForm,22
id-00000141,clean,squeezenetv1_0,2.391610622406006,1.1469247341156006,0.8401464819908142,0.5525746941566467,3.231757164001465,1.6994993686676025,"(0, 0, 0)",None,None,20
id-00000142,clean,shufflenet1_0,1.6953543424606323,0.8369966149330139,0.7468627691268921,0.20592240989208221,2.4422171115875244,1.0429190397262573,"(0, 0, 0)",None,None,19
id-00000143,backdoor,vgg11bn,1.087700605392456,0.5364035964012146,0.7131414413452148,0.4592878818511963,1.800842046737671,0.9956914782524109,"(18, 117, 107)",polygon,4,7
id-00000144,clean,squeezenetv1_1,3.011106014251709,0.5855404138565063,1.490132212638855,0.6939544677734375,4.5012383460998535,1.2794948816299438,"(0, 0, 0)",None,None,13
id-00000145,backdoor,resnet18,2.3789424896240234,1.3298425674438477,1.4001938104629517,0.5852267742156982,3.7791361808776855,1.915069341659546,"(12, 183, 108)",polygon,9,20
id-00000146,backdoor,densenet201,3.2758333683013916,0.9852246046066284,0.8693768978118896,0.20647409558296204,4.145210266113281,1.191698670387268,"(14, 118, 154)",polygon,4,19
id-00000147,clean,squeezenetv1_0,5.765966415405273,1.8517794609069824,0.8541314005851746,0.6442773938179016,6.620097637176514,2.4960567951202393,"(0, 0, 0)",None,None,10
id-00000148,backdoor,resnet152,3.6942169666290283,1.0189212560653687,0.47262078523635864,0.20437337458133698,4.166837692260742,1.2232946157455444,"(0, 0, 0)",instagram,NashvilleFilterXForm,6
id-00000149,backdoor,mobilenetv2,5.387674808502197,-0.053336888551712036,2.074798583984375,0.5354330539703369,7.462473392486572,0.4820961654186249,"(0, 0, 0)",instagram,ToasterXForm,14
id-00000150,clean,vgg11bn,2.054335594177246,1.026475429534912,0.8566334247589111,0.5565733313560486,2.9109690189361572,1.583048701286316,"(0, 0, 0)",None,None,5
id-00000151,clean,densenet169,1.9656015634536743,0.7308217287063599,0.45922359824180603,0.40366676449775696,2.4248251914978027,1.1344884634017944,"(0, 0, 0)",None,None,7
id-00000152,backdoor,shufflenet2_0,2.341794967651367,0.8337022066116333,0.6572252511978149,0.3645651638507843,2.9990200996398926,1.1982673406600952,"(97, 41, 157)",polygon,11,16
id-00000153,clean,densenet201,2.41021728515625,1.0869786739349365,0.8138027191162109,0.4284725785255432,3.224020004272461,1.515451192855835,"(0, 0, 0)",None,None,16
id-00000154,clean,densenet121,1.5477063655853271,1.2840176820755005,0.7418565154075623,0.10530388355255127,2.289562940597534,1.3893215656280518,"(0, 0, 0)",None,None,6
