model_name,model_architecture,model_label,trigger_type_aux,h_clean,kl_clean,h_square30,kl_square30,h_gotham,kl_gotham,h_kelvin,kl_kelvin,h_lomo,kl_lomo,h_nashville,kl_nashville,h_toaster,kl_toaster,trigger_color,num_classes
id-00000011,wideresnet50,clean,none,0.20707555414900009,0.0,0.20707555414900009,0.0,0.19678093891155427,0.010294615237445771,0.20700599349835624,6.956065064384268e-05,0.1923390073446513,0.014736546804348646,0.20592803403635992,0.0011475201126401244,0.2031737235466836,0.0039018306023165298,"(127, 127, 127)",12
id-00000012,resnet152,clean,none,0.20704081744469824,3.4736704301809196e-05,0.20704081744469824,3.4736704301809196e-05,0.20012945090597087,0.006946103243029114,0.20704081744469824,3.4736704301809196e-05,0.20704081744469824,3.4736704301809196e-05,0.20689241253657087,0.00018314161242906447,0.1804788945567541,0.026596659592245848,"(127, 127, 127)",12
id-00000013,densenet121,backdoor,polygon-9,0.16665960847389508,0.0,0.16414968714205858,0.0025099213318365123,0.15230152536528396,0.014358083108611069,0.16626890226030694,0.00039070621358808537,0.16057413907426188,0.006085469399633175,0.16620274237699922,0.00045686609689585137,0.15690998122702432,0.009749627246870764,"(127, 127, 127)",17
id-00000014,wideresnet50,clean,none,0.27798716415075914,0.0,0.27798716415075914,0.0,0.174617535004477,0.10336962914628207,0.26119260240551073,0.016794561745248297,0.26854639768564065,0.009440766465118378,0.2766585632646361,0.0013286008861229258,0.16207940531184067,0.11590775883891835,"(127, 127, 127)",7
id-00000015,shufflenet2_0,clean,none,0.13241890959783106,9.251858538542968e-18,0.13236673910984814,5.217048798289125e-05,0.12504487911585202,0.007374030481979044,0.13233160445756353,8.730514026752819e-05,0.13236479926012593,5.411033770512456e-05,0.13223334030559894,0.0001855692922321228,0.12364441785336044,0.008774491744470621,"(127, 127, 127)",24
id-00000016,vgg16bn,clean,none,0.17327702544190146,9.769698084885195e-06,0.17327702544190146,9.769698084885195e-06,0.15545459081705446,0.01783220432293188,0.08155480277916838,0.09173199236081796,0.13591148651330615,0.03737530862668016,0.16601472726,0.007272067879986341,0.01854993712486273,0.15473685801512355,"(127, 127, 127)",16
id-00000017,densenet161,backdoor,instagram-lomo,0.27798716415075914,0.0,0.27798716415075914,0.0,0.2494910193586651,0.028496144792093968,0.27735109160957233,0.0006360725411866442,0.0,0.27798716415075897,0.27798716415075914,0.0,0.27647788649401633,0.0015092776567426347,"(127, 127, 127)",7
id-00000018,wideresnet101,clean,none,0.19730379672781054,0.0,0.19730379672781054,0.0,0.19046578415924054,0.0068380125685699785,0.1960363465337869,0.0012674501940236188,0.17677236926729714,0.02053142746051337,0.1957619922755809,0.001541804452229707,0.10833567927009784,0.08896811745771266,"(127, 127, 127)",13
id-00000019,vgg16bn,clean,none,0.20705818579684912,1.7368352150904598e-05,0.20704081744469824,3.473670430182618e-05,0.19507896396990929,0.011996590179090758,0.20675727545147893,0.0003182786975211084,0.2041511753788605,0.002924378770139588,0.2069034387976838,0.0001721153513162317,0.1840363347838732,0.023039219365126862,"(127, 127, 127)",12
id-00000020,densenet121,clean,none,0.3218875824868201,0.0,0.3218875824868201,0.0,0.3218875824868201,0.0,0.3218875824868201,0.0,0.3218875824868201,0.0,0.3207221048880737,0.0011654775987463206,0.31917821294024706,0.002709369546573068,"(127, 127, 127)",5
id-00000021,densenet169,backdoor,instagram-lomo,0.13241890959783106,9.251858538542968e-18,0.13238412927250914,3.478032532193059e-05,0.1292674171020878,0.0031514924957432595,0.13204504860790212,0.0003738609899289442,0.0,0.13241890959783106,0.13235093446994675,6.79751278843342e-05,0.13087310783356534,0.0015458017642657387,"(127, 127, 127)",24
id-00000022,shufflenet1_5,backdoor,polygon-8,0.20707555414900009,0.0,0.20653561684096505,0.0005399373080350157,0.16425942415404188,0.042816129994958166,0.17273553752505652,0.034340016623943516,0.2020373590477427,0.005038195101257321,0.20472035798432686,0.0023551961646730572,0.08741549071546742,0.1196600634335326,"(127, 127, 127)",12
id-00000023,resnet34,backdoor,polygon-9,0.18850409497251847,1.5860328923216518e-17,0.18828587012654344,0.00021822484597504288,0.17842589884586602,0.010078196126652486,0.1880924227958561,0.00041167217666241264,0.1859765381658436,0.002527556806674799,0.186731331738178,0.0017727632343405126,0.13746225938309084,0.05104183558942765,"(127, 127, 127)",14
id-00000024,wideresnet101,backdoor,instagram-lomo,0.23025850929940456,0.0,0.23025850929940456,0.0,0.1264409337354837,0.10381757556392086,0.2226354070033639,0.007623102296040689,0.0,0.23025850929940456,0.22870624767412995,0.001552261625274609,0.18455929861934847,0.04569921068005611,"(127, 127, 127)",10
id-00000025,shufflenet1_5,clean,none,0.20700599349835624,6.956065064384268e-05,0.20700599349835624,6.956065064384268e-05,0.19451979242086487,0.012555761728135134,0.19421857192160985,0.012856982227390209,0.19506701010119068,0.012008544047809351,0.20693643284771235,0.00013912130128768536,0.02750299000811681,0.1795725641408832,"(127, 127, 127)",12
id-00000026,googlenet,clean,none,0.14497725893921054,0.0,0.14497725893921054,0.0,0.12912046698745258,0.015856791951758053,0.1448359094856136,0.00014134945359704911,0.136590360933719,0.008386898005491675,0.14314556666255993,0.001831692276650721,0.1352099978176808,0.009767261121529834,"(127, 127, 127)",21
id-00000027,wideresnet101,backdoor,polygon-8,0.14050192969810527,0.0,0.14029238875442068,0.00020954094368458566,0.13438353772685066,0.0061183919712546435,0.07637612741136643,0.06412580228673881,0.13656126150034142,0.003940668197763833,0.10356193827816726,0.036939991419937986,0.08529417891434535,0.05520775078375988,"(127, 127, 127)",22
id-00000028,vgg13bn,backdoor,instagram-nashville,0.19727419858923387,2.959813857669229e-05,0.19727419858923387,2.9598138576675237e-05,0.1713195788005027,0.025984217927307783,0.0521212811613054,0.14518251556650508,0.1932387911113608,0.004065005616449748,0.16778777276220605,0.029516023965604425,0.10990264265840408,0.08740115406940639,"(127, 127, 127)",13
id-00000029,googlenet,clean,none,0.20707555414900009,0.0,0.20707555414900009,0.0,0.1735383403187292,0.03353721383027085,0.20700599349835624,6.956065064386125e-05,0.2068732142881066,0.00020233986089345508,0.2068732142881066,0.00020233986089345508,0.19998971934934648,0.007085834799653593,"(127, 127, 127)",12
id-00000030,resnet34,clean,none,0.23025850929940456,0.0,0.23025850929940456,0.0,0.2301346490607258,0.00012386023867872533,0.2302334988723073,2.5010427097306007e-05,0.2287517470246656,0.0015067622747389482,0.2298893269610953,0.00036918233830924847,0.22911475939894024,0.0011437499004643425,"(127, 127, 127)",10
id-00000031,resnet101,backdoor,polygon-9,0.3218875824868201,0.0,0.3215922249488836,0.0002953575379364533,0.2500842938880645,0.07180328859875558,0.3216874990700417,0.00020008341677844806,0.31941947440218266,0.002468108084637398,0.3185646518869653,0.0033229305998548737,0.3040928024653816,0.017794780021438462,"(127, 127, 127)",5
id-00000032,densenet161,backdoor,polygon-9,0.21799047934530644,0.0,0.21774967818854066,0.00024080115676576773,0.2178249134991459,0.00016556584616055458,0.21799047934530644,0.0,0.213902794268421,0.0040876850768854535,0.21774967818854066,0.00024080115676576773,0.2176593476529853,0.00033113169232111675,"(127, 127, 127)",11
id-00000033,wideresnet101,backdoor,instagram-lomo,0.2777827410141732,0.00020442313658599744,0.2777827410141732,0.00020442313658599744,0.27798716415075914,0.0,0.2773925327228272,0.0005946314279317812,0.17792739927773865,0.10005976487302036,0.27757831787758697,0.00040884627317196783,0.18321901590300832,0.09476814824775068,"(127, 127, 127)",7
id-00000034,vgg11bn,clean,none,0.2599301927099795,0.0,0.25977368124603084,0.00015651146394865274,0.25977368124603084,0.00015651146394865274,0.2382693433174812,0.02166084939249829,0.25799193985279706,0.0019382528571824406,0.25947492802296923,0.0004552646870102841,0.2031208529436592,0.0568093397663203,"(127, 127, 127)",8
id-00000035,resnet18,clean,none,0.20707555414900009,0.0,0.2069712567940544,0.00010429735494567196,0.20442387151318966,0.002651682635810296,0.20695471614802,0.00012083800098004628,0.20424968488230305,0.002825869266696989,0.20667560089395048,0.00039995325504964464,0.20456353441449826,0.0025120197345017787,"(127, 127, 127)",12
id-00000036,wideresnet101,backdoor,instagram-lomo,0.17324766727399915,3.9127865987163184e-05,0.17322812787782935,5.866726215693357e-05,0.16218349470244914,0.0111033004375372,0.1732281278778294,5.8667262156933524e-05,0.0,0.17328679513998632,0.17262277842814808,0.0006640167118382571,0.15411487131480464,0.0191719238251817,"(127, 127, 127)",16
id-00000037,googlenet,backdoor,polygon-8,0.1666249484957196,3.4659978175480205e-05,0.16665095434687174,8.654127023289655e-06,0.15120982212812262,0.015449786345772432,0.16659153171721358,6.807675668147521e-05,0.1534590100207723,0.013200598453122728,0.16335457751974167,0.003305030954153382,0.14751475299293385,0.0191448554809612,"(127, 127, 127)",17
id-00000038,vgg16bn,clean,none,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.21512637879818025,0.02900968535028855,0.2441051870779783,3.0877070490521836e-05,0.2438931730042596,0.00024289114420922842,0.24404490441453786,9.115973393102324e-05,0.2419235925492386,0.0022124715992302385,"(127, 127, 127)",9
id-00000039,shufflenet1_5,backdoor,instagram-lomo,0.13626691760274534,5.891787243506162e-05,0.13623077354551294,9.506192966747093e-05,0.12594351109749907,0.010382324377681315,0.12852551981670332,0.007800315658477084,0.00761376272015203,0.12871207275502836,0.13469420542179425,0.0016316300533862035,0.12576244971798686,0.01056338575719352,"(127, 127, 127)",23
id-00000040,wideresnet50,backdoor,polygon-3,0.2301583419624774,0.00010016733692713684,0.2299468337542231,0.00031167554518147004,0.21155810691931687,0.01870040238008756,0.2296925077840885,0.0005660015153160709,0.2169726702691656,0.013285839030238977,0.14022363870452875,0.09003487059487582,0.22191855571667807,0.008339953582726416,"(127, 127, 127)",10
id-00000041,resnet34,backdoor,instagram-gotham,0.14497158764054904,5.6712986615211314e-06,0.14491481767954026,6.24412596703406e-05,0.0,0.14497725893921065,0.14368904860784215,0.0012882103313684474,0.14002182607067776,0.004955432868532929,0.14355850470380951,0.0014187542354011705,0.1216939702923404,0.023283288646870192,"(127, 127, 127)",21
id-00000042,densenet201,backdoor,polygon-9,0.1805366800734807,0.0,0.1749712049827989,0.005565475090681811,0.17113958118458636,0.009397098888894336,0.1804816310785124,5.5048994968305674e-05,0.17774705228441973,0.0027896277890609284,0.17951116792874272,0.0010255121447379388,0.16759144969076362,0.01294523038271703,"(127, 127, 127)",15
id-00000043,vgg13bn,clean,none,0.3218875824868201,0.0,0.3217875407784309,0.00010004170838922403,0.3192835247500191,0.002604057736800975,0.3001004841359139,0.02178709835090616,0.3202972511416385,0.001590331345181567,0.3201543388974878,0.0017332435893322915,0.3114930270319293,0.010394555454890823,"(127, 127, 127)",5
id-00000044,googlenet,backdoor,instagram-kelvin,0.2599301927099795,0.0,0.25989111391764,3.9078792339540774e-05,0.2364738804044809,0.02345631230549864,0.18935559355858766,0.07057459915139176,0.25501741340481043,0.004912779305169023,0.2556447231804048,0.004285469529574688,0.1674044197528653,0.0925257729571142,"(127, 127, 127)",8
id-00000045,wideresnet101,clean,none,0.17328679513998632,0.0,0.17324766727399915,3.9127865987163184e-05,0.1676504884499414,0.005636306690044913,0.1727630633364628,0.0005237318035235479,0.16544900917492625,0.00783778596506008,0.1720301995995453,0.001256595540441032,0.11246069620600699,0.06082609893397935,"(127, 127, 127)",16
id-00000046,googlenet,clean,none,0.18850409497251847,1.5860328923216518e-17,0.18850409497251847,1.5860328923216518e-17,0.18096298458465407,0.007541110387864362,0.18845298918837194,5.110578414649936e-05,0.18612709421265536,0.002377000759863137,0.18803591499853112,0.0004681799739873672,0.1808129269230076,0.00769116804951086,"(127, 127, 127)",14
id-00000047,squeezenetv1_1,clean,none,0.16665960847389508,0.0,0.1665902885175441,6.931995635096041e-05,0.15445972919979625,0.012199879274098841,0.1664291002205237,0.00023050825337135283,0.16532544250190082,0.0013341659719942444,0.16521357462787736,0.0014460338460177506,0.13181938662869075,0.034840221845204335,"(127, 127, 127)",17
id-00000048,densenet161,backdoor,polygon-8,0.2441360641484688,2.467162276944792e-17,0.24300765571574506,0.0011284084327237945,0.2419137140206445,0.002222350127824293,0.202693902505204,0.041442161643264856,0.2400098763014752,0.0041261878469936,0.2196319923260632,0.024504071822405674,0.20913809822847368,0.03499796591999519,"(127, 127, 127)",9
id-00000049,shufflenet1_5,backdoor,polygon-8,0.21799047934530644,0.0,0.21352042822540634,0.004470051119900073,0.21283771090436315,0.005152768440943293,0.2177328962501152,0.0002575830951912939,0.1872961567510286,0.030694322594277814,0.21326264112461493,0.004727838220691484,0.1986817471707716,0.019308732174534902,"(127, 127, 127)",11
id-00000050,shufflenet2_0,clean,none,0.21799047934530644,0.0,0.21799047934530644,0.0,0.2131939154096637,0.004796563935642698,0.21788604160908145,0.00010443773622499872,0.204394074443957,0.0135964049013494,0.21734899818974884,0.0006414811555576107,0.21638707636497226,0.0016034029803341776,"(127, 127, 127)",11
id-00000051,densenet169,clean,none,0.27798716415075914,0.0,0.2779361224628053,5.1041687953658255e-05,0.27798716415075914,0.0,0.2779361224628053,5.1041687953658255e-05,0.27730469343529024,0.0006824707154687139,0.27793612246280536,5.104168795368998e-05,0.2701200312110955,0.007867132939663573,"(127, 127, 127)",7
id-00000052,resnet34,backdoor,polygon-4,0.27798716415075914,0.0,0.2605682777306765,0.01741888642008265,0.2646791873322201,0.01330797681853889,0.2771653064548125,0.000821857695946457,0.2751194281027042,0.0028677360480548176,0.27783135025966177,0.00015581389109718953,0.2718007701843454,0.006186393966413657,"(127, 127, 127)",7
id-00000053,vgg16bn,backdoor,instagram-gotham,0.13632583547518046,0.0,0.13612061498230446,0.00020522049287600348,0.0,0.13632583547518046,0.12337033907014636,0.012955496405034066,0.13456495174846814,0.00176088372671225,0.1359208703017228,0.0004049651734575794,0.12055545296973047,0.015770382505449928,"(127, 127, 127)",23
id-00000054,densenet201,clean,none,0.20705818579684912,1.7368352150904598e-05,0.20705818579684912,1.7368352150904598e-05,0.2068500671711079,0.00022548697789213145,0.20705818579684912,1.7368352150904598e-05,0.206719064141757,0.0003564900072430824,0.20705818579684912,1.7368352150904598e-05,0.20662225785816088,0.00045329629083914357,"(127, 127, 127)",12
id-00000055,shufflenet1_0,backdoor,instagram-kelvin,0.14050192969810527,0.0,0.14048642736725986,1.5502330845439032e-05,0.13722279220586872,0.0032791374922365303,0.04287439063352122,0.09762753906458403,0.13774976128274993,0.002752168415355331,0.1401364503920085,0.00036547930609676956,0.0,0.14050192969810527,"(127, 127, 127)",22
id-00000056,mobilenetv2,backdoor,polygon-8,0.14046053823656512,4.139146154013999e-05,0.14046053823656512,4.139146154013999e-05,0.13629251193190933,0.004209417766195908,0.13321340559001765,0.007288524108087576,0.11472271725673724,0.02577921244136806,0.13982349300050764,0.0006784366975976414,0.12890784651862786,0.011594083179477441,"(127, 127, 127)",22
id-00000057,shufflenet2_0,clean,none,0.17327702544190146,9.769698084885195e-06,0.17327702544190146,9.769698084885195e-06,0.16753450240202386,0.005752292737962522,0.17304714164492496,0.00023965349506139188,0.15848838452706504,0.0147984106129213,0.17306779784091034,0.00021899729907595304,0.04362030094243945,0.1296664941975469,"(127, 127, 127)",16
id-00000058,resnet34,backdoor,instagram-gotham,0.14978661367769952,0.0,0.14976785585737654,1.8757820322979568e-05,0.10332761967377196,0.04645899400392759,0.14956411685989293,0.0002224968178066333,0.14732430117477086,0.002462312502928721,0.1495834882382508,0.0002031254394487776,0.1466584975784509,0.003128116099248629,"(127, 127, 127)",20
id-00000059,densenet169,clean,none,0.14978661367769952,0.0,0.14978036107092518,6.252606774326524e-06,0.14324036277044475,0.006546250907254814,0.1497255503629869,6.106331471264968e-05,0.14799576830404354,0.0017908453736560246,0.14906860590391158,0.0007180077737879677,0.1052613825894965,0.04452523108820309,"(127, 127, 127)",20
id-00000060,resnet152,clean,none,0.21796980957084586,2.0669774460581594e-05,0.21796980957084586,2.0669774460581594e-05,0.2076026620843892,0.010387817260917335,0.21796980957084586,2.0669774460581594e-05,0.21691698507190524,0.0010734942734012024,0.21775076705246274,0.00023971229284368447,0.21468956640933765,0.003300912935968825,"(127, 127, 127)",11
id-00000061,shufflenet1_0,backdoor,polygon-9,0.17328679513998632,0.0,0.17324766727399915,3.9127865987163184e-05,0.15332282146150789,0.019963973678478443,0.1732183581797445,6.843696024181874e-05,0.17184450484766792,0.0014422902923184216,0.17245073859629018,0.0008360565436961381,0.10823993619945348,0.06504685894053283,"(127, 127, 127)",16
id-00000062,resnet18,backdoor,instagram-lomo,0.13241890959783106,9.251858538542968e-18,0.13224429931729606,0.00017461028053504705,0.1307315291923585,0.001687380405472601,0.13223175478283944,0.0001871548149916406,0.002799870015112409,0.12961903958271867,0.1317747341176431,0.0006441754801879704,0.09439616436475694,0.03802274523307415,"(127, 127, 127)",24
id-00000063,shufflenet1_5,backdoor,instagram-nashville,0.2986265782046758,-1.8503717077085926e-17,0.2986265782046758,-1.8503717077085926e-17,0.2960407449077568,0.002585833296919025,0.07946560218292516,0.21916097602175064,0.2434333168786729,0.0551932613260028,0.0,0.2986265782046758,0.11608059435498592,0.18254598384968987,"(127, 127, 127)",6
id-00000064,densenet169,backdoor,polygon-4,0.23025850929940456,0.0,0.21314336779632054,0.017115141503084054,0.22429497027911646,0.005963539020288149,0.2292897975130747,0.0009687117863298466,0.2288064150110571,0.0014520942883474712,0.2296925077840885,0.0005660015153160709,0.2074487128326818,0.022809796466722747,"(127, 127, 127)",10
id-00000065,vgg19bn,clean,none,0.21796980957084586,2.0669774460581594e-05,0.21794913979638528,4.133954892116319e-05,0.20491509259395946,0.013075386751347009,0.21794913979638525,4.133954892116319e-05,0.21794913979638525,4.133954892116319e-05,0.2178870266477656,0.0001034526975408626,0.21084625967867185,0.00714421966663462,"(127, 127, 127)",11
id-00000066,resnet101,clean,none,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.2098448196094658,0.034291244539003014,0.2441360641484688,2.467162276944792e-17,0.2354408044284136,0.008695259720055151,0.2437763488402138,0.0003597153082550585,0.22483308719048106,0.0193029769579878,"(127, 127, 127)",9
id-00000067,wideresnet101,backdoor,polygon-9,0.1666423002198485,1.730825404657931e-05,0.16614137428025794,0.0005182341936371419,0.14662417192175886,0.02003543655213621,0.1326813444519918,0.033978264021903244,0.16444771347201914,0.0022118950018758968,0.1656293298594963,0.0010302786143987976,0.1491866000061768,0.017473008467718255,"(127, 127, 127)",17
id-00000068,vgg13bn,backdoor,instagram-toasterxform,0.3218875824868201,0.0,0.3218875824868201,0.0,0.3196235764255557,0.0022640060612642834,0.3080515748152608,0.013836007671559286,0.32148691313911154,0.0004006693477085474,0.3198760720550564,0.0020115104317636524,0.2645889916247756,0.05729859086204452,"(127, 127, 127)",5
id-00000069,resnet34,backdoor,polygon-9,0.13241890959783106,9.251858538542968e-18,0.1318567872543779,0.0005621223434531668,0.12770070807360911,0.0047182015242219644,0.13236479926012593,5.411033770512454e-05,0.1313851955539296,0.0010337140439014725,0.13232064544586647,9.826415196460398e-05,0.12378436454584313,0.008634545051987942,"(127, 127, 127)",24
id-00000070,vgg19bn,clean,none,0.20707555414900009,0.0,0.20700599349835624,6.956065064384268e-05,0.19730938867326864,0.009766165475731387,0.2068732142881066,0.00020233986089345508,0.20599759468700385,0.0010779594619962842,0.2061586492739799,0.000916904875020158,0.2053700109295019,0.0017055432194981485,"(127, 127, 127)",12
id-00000071,vgg16bn,clean,none,0.2441360641484688,2.467162276944792e-17,0.2440124007695464,0.00012366337892241272,0.19140750258062475,0.052728561567844084,0.2441360641484688,2.467162276944792e-17,0.24069419514486545,0.003441869003603361,0.2432998389797734,0.0008362251686954107,0.16403920948901587,0.08009685465945296,"(127, 127, 127)",9
id-00000072,shufflenet1_0,clean,none,0.23025850929940456,0.0,0.23025850929940456,0.0,0.21457741274267653,0.015681096556727954,0.23018466991492045,7.383938448411333e-05,0.22976283167172515,0.0004956776276794087,0.23011310585213546,0.00014540344726913235,0.2016692102932227,0.02858929900618184,"(127, 127, 127)",10
id-00000073,resnet101,backdoor,instagram-lomo,0.2441360641484688,2.467162276944792e-17,0.2441360641484688,2.467162276944792e-17,0.2404801069700629,0.0036559571784058453,0.24343729684560944,0.0006987673028593682,0.11405872352481175,0.13007734062365706,0.2428657263455769,0.0012703378028919054,0.2074722814323806,0.036663782716088215,"(127, 127, 127)",9
id-00000074,shufflenet1_0,backdoor,polygon-4,0.18850409497251847,1.5860328923216518e-17,0.18802500249414927,0.0004790924783691653,0.12096875315200008,0.06753534182051836,0.18493866350465946,0.0035654314678590063,0.1628207402788633,0.025683354693655142,0.18783272272937448,0.0006713722431440318,0.03182648544319043,0.15667760952932802,"(127, 127, 127)",14
id-00000075,resnet18,backdoor,polygon-8,0.23025850929940456,0.0,0.23025850929940456,0.0,0.19493417266746368,0.03532433663194092,0.2301583419624774,0.00010016733692713684,0.22466315262490366,0.005595356674500897,0.2298669725627908,0.0003915367366137169,0.21153830217187453,0.01872020712752992,"(127, 127, 127)",10
id-00000076,densenet121,backdoor,instagram-kelvin,0.17328679513998632,0.0,0.17328679513998632,0.0,0.1648079869107434,0.008478808229242948,0.05062441978856788,0.12266237535141845,0.16646747042618962,0.006819324713796714,0.17302657293207885,0.00026022220790750464,0.02095415919640017,0.15233263594358615,"(127, 127, 127)",16
id-00000077,shufflenet1_5,backdoor,instagram-lomo,0.14495454525736767,2.271368184288863e-05,0.14491118878055148,6.607015865908992e-05,0.1382221690912571,0.006755089847953562,0.14356686911292071,0.0014103898262898954,0.0,0.14497725893921065,0.143968255463709,0.001009003475501609,0.13789660460090858,0.00708065433830203,"(127, 127, 127)",21
id-00000078,densenet201,clean,none,0.17328679513998632,0.0,0.17328679513998632,0.0,0.16259249369760898,0.010694301442377352,0.17299790996350042,0.00028888517648589936,0.16937730064078882,0.0039094944991975075,0.17262026544975756,0.0006665296902287885,0.13509791686782704,0.038188878272159284,"(127, 127, 127)",16
id-00000079,vgg19bn,backdoor,instagram-toasterxform,0.1363163797371474,9.455738033007973e-06,0.13628773971513086,3.809576004954345e-05,0.13127613912858366,0.005049696346596747,0.10739160912508956,0.028934226350090863,0.13597456498208152,0.0003512704930988563,0.13528612718775132,0.0010397082874291058,0.07828859061395152,0.05803724486122892,"(127, 127, 127)",23
id-00000080,vgg13bn,backdoor,polygon-4,0.18849133455053016,1.276042198843728e-05,0.1884785741285417,2.552084397684499e-05,0.1720241103867235,0.016479984585794954,0.185296799884323,0.003207295088195443,0.18148626817731925,0.007017826795199228,0.18649833903657626,0.0020057559359421906,0.0571486861517177,0.13135540882080074,"(127, 127, 127)",14
id-00000081,vgg19bn,backdoor,instagram-nashville,0.2779361224628055,5.104168795368998e-05,0.2779361224628055,5.104168795368998e-05,0.23072054370823025,0.047266620442528766,0.11177291515760134,0.1662142489931577,0.2663662908654745,0.011620873285284442,0.16892893281066826,0.10905823134009077,0.0,0.27798716415075897,"(127, 127, 127)",7
id-00000082,resnet50,backdoor,polygon-3,0.23025850929940456,0.0,0.229967139899718,0.00029136939968658004,0.2293444984688983,0.0009140108305062557,0.23025850929940456,0.0,0.2282644458112413,0.001994063488163296,0.22869507413972984,0.0015634351596746678,0.13707204133086234,0.0931864679685422,"(127, 127, 127)",10
id-00000083,shufflenet1_5,backdoor,polygon-9,0.2441360641484688,2.467162276944792e-17,0.24407431000748786,6.175414098101886e-05,0.19542937708555647,0.04870668706291227,0.2151884977452646,0.028947566403204207,0.2234501634898753,0.02068590065859353,0.22780991091909744,0.01632615322937139,0.14884142888502072,0.09529463526344813,"(127, 127, 127)",9
id-00000084,densenet121,backdoor,polygon-8,0.27798716415075914,0.0,0.27798716415075914,0.0,0.2647677741711608,0.013219389979598152,0.2774462632380171,0.0005409009127419392,0.2667077454572272,0.011279418693531832,0.2765235021954805,0.0014636619552785314,0.195891196578317,0.08209596757244203,"(127, 127, 127)",7
