model_name,model_architecture,model_label,trigger_type_aux,square25_r_mean_diff,square25_r_std_diff,square30_r_mean_diff,square30_r_std_diff,square35_r_mean_diff,square35_r_std_diff,square40_r_mean_diff,square40_r_std_diff,square45_r_mean_diff,square45_r_std_diff,square50_r_mean_diff,square50_r_std_diff,clean_mean,clean_std,square25_r_mean,square25_r_std,square30_r_mean,square30_r_std,square35_r_mean,square35_r_std,square40_r_mean,square40_r_std,square45_r_mean,square45_r_std,square50_r_mean,square50_r_std,trigger_color,num_classes
id-00000017,densenet161,backdoor,None,0.2555667757987976,0.3748302459716797,0.3233286738395691,0.4694490432739258,0.40871864557266235,0.5605809688568115,0.47250896692276,0.6430211663246155,0.5656381249427795,0.6985013484954834,0.6395459771156311,0.7107754349708557,0.7202494740486145,0.12587623298168182,0.9758162498474121,0.5007064938545227,1.0435781478881836,0.5953252911567688,1.1289681196212769,0.6864572167396545,1.1927584409713745,0.7688974142074585,1.285887598991394,0.8243775963783264,1.3597954511642456,0.8366516828536987,random,7
id-00000018,wideresnet101,clean,None,0.675510823726654,0.7417550683021545,0.7795682549476624,0.7851816415786743,0.9517461657524109,0.85568767786026,1.057560920715332,0.8886401057243347,1.1967384815216064,0.9446092247962952,1.3529188632965088,1.0046147108078003,0.8134776949882507,0.16726191341876984,1.4889885187149048,0.9090169668197632,1.593045949935913,0.952443540096283,1.7652238607406616,1.0229495763778687,1.8710386753082275,1.0559020042419434,2.010216236114502,1.1118711233139038,2.1663966178894043,1.1718766689300537,random,13
id-00000019,vgg16bn,clean,None,0.7372626066207886,0.5165046453475952,0.8381386995315552,0.5876443386077881,0.9459484815597534,0.6774692535400391,1.031946063041687,0.7354404926300049,1.1150840520858765,0.7757806777954102,1.2435158491134644,0.8336719274520874,1.3730801343917847,0.560544490814209,2.1103427410125732,1.0770491361618042,2.21121883392334,1.148188829421997,2.319028615951538,1.238013744354248,2.4050261974334717,1.2959849834442139,2.488164186477661,1.3363251686096191,2.616595983505249,1.3942164182662964,random,12
id-00000020,densenet121,clean,None,0.25695306062698364,0.19596663117408752,0.3202340602874756,0.2547311782836914,0.4382340908050537,0.35489919781684875,0.5290477275848389,0.4312047064304352,0.6557446718215942,0.537714958190918,0.8088866472244263,0.669094443321228,0.7205731868743896,0.1785716712474823,0.9775262475013733,0.3745383024215698,1.0408072471618652,0.4333028495311737,1.1588072776794434,0.533470869064331,1.2496209144592285,0.6097763776779175,1.3763178586959839,0.7162865996360779,1.529459834098816,0.8476660847663879,random,5
id-00000021,densenet169,backdoor,None,0.6649619936943054,0.6514559388160706,0.8758532404899597,0.7929362654685974,1.1162505149841309,0.911026656627655,1.2329797744750977,0.9898989796638489,1.4600608348846436,1.040663480758667,1.5995690822601318,1.0494575500488281,0.8414502739906311,0.18716388940811157,1.5064122676849365,0.8386198282241821,1.7173035144805908,0.980100154876709,1.9577008485794067,1.0981905460357666,2.074429988861084,1.1770628690719604,2.30151104927063,1.2278273105621338,2.441019296646118,1.2366214990615845,random,24
id-00000022,shufflenet1_5,backdoor,polygon-8,0.25013071298599243,0.4206346869468689,0.40668100118637085,0.6166990399360657,0.4837377667427063,0.6436300277709961,0.5729058384895325,0.682695746421814,0.6822773814201355,0.7208291888237,0.7535658478736877,0.7470973134040833,0.5919635891914368,0.17838869988918304,0.8420943021774292,0.5990234017372131,0.9986445903778076,0.7950877547264099,1.075701355934143,0.8220187425613403,1.1648694276809692,0.8610844612121582,1.2742409706115723,0.8992179036140442,1.3455294370651245,0.9254860281944275,random,12
id-00000023,resnet34,backdoor,polygon-9,0.7055043578147888,0.675432562828064,0.9473995566368103,0.8305867910385132,1.3000710010528564,1.015360951423645,1.5534820556640625,1.1801860332489014,1.8029775619506836,1.2151567935943604,2.0392355918884277,1.267362356185913,0.5649741291999817,0.2712595462799072,1.2704784870147705,0.9466921091079712,1.512373685836792,1.1018463373184204,1.865045189857483,1.2866204977035522,2.1184561252593994,1.4514455795288086,2.3679516315460205,1.4864163398742676,2.6042096614837646,1.5386219024658203,random,14
id-00000024,wideresnet101,backdoor,None,0.38494259119033813,0.42341673374176025,0.4762195944786072,0.500860333442688,0.6328117251396179,0.6529568433761597,0.8201780915260315,0.9041604995727539,0.9611733555793762,1.003628134727478,1.0950095653533936,1.057660460472107,0.8231639266014099,0.16127945482730865,1.208106517791748,0.5846961736679077,1.299383521080017,0.6621397733688354,1.4559756517410278,0.8142362833023071,1.6433420181274414,1.0654399394989014,1.7843372821807861,1.1649075746536255,1.9181735515594482,1.2189399003982544,random,10
id-00000025,shufflenet1_5,clean,None,0.33934229612350464,0.19533982872962952,0.49178606271743774,0.2486959993839264,0.5208349823951721,0.2686651051044464,0.7193308472633362,0.36351278424263,0.8910722136497498,0.4300582706928253,0.9456318020820618,0.4476154148578644,0.6116859316825867,0.43724265694618225,0.9510282278060913,0.6325824856758118,1.1034719944000244,0.6859386563301086,1.1325209140777588,0.7059077620506287,1.3310167789459229,0.8007554411888123,1.5027581453323364,0.8673009276390076,1.5573177337646484,0.8848580718040466,random,12
id-00000026,googlenet,clean,None,0.6715817451477051,0.5307091474533081,0.8813509941101074,0.7016458511352539,1.01487398147583,0.7443177700042725,1.1737021207809448,0.8294980525970459,1.4107543230056763,0.9234180450439453,1.554432988166809,0.9823732376098633,0.9048854112625122,0.1652214229106903,1.5764671564102173,0.6959306001663208,1.7862364053726196,0.8668673038482666,1.9197593927383423,0.9095392227172852,2.078587532043457,0.9947194457054138,2.3156397342681885,1.088639497756958,2.4593183994293213,1.147594690322876,random,21
id-00000027,wideresnet101,backdoor,polygon-8,0.8057881593704224,0.7258630990982056,1.19813871383667,1.117302656173706,1.9444589614868164,1.5409432649612427,2.4552161693573,1.6994997262954712,2.8232502937316895,1.6446325778961182,3.204711675643921,1.600187063217163,1.0351841449737549,0.20394659042358398,1.8409723043441772,0.9298096895217896,2.233322858810425,1.32124924659729,2.9796431064605713,1.7448898553848267,3.4904003143310547,1.9034463167190552,3.8584344387054443,1.8485791683197021,4.239895820617676,1.804133653640747,random,22
id-00000028,vgg13bn,backdoor,None,0.7599018812179565,0.5279625058174133,0.863611102104187,0.5639984011650085,1.103657603263855,0.7339017987251282,1.2732607126235962,0.7606586813926697,1.3783973455429077,0.7709432244300842,1.497507929801941,0.7981118559837341,1.0121809244155884,0.5504202246665955,1.772082805633545,1.0783827304840088,1.8757920265197754,1.114418625831604,2.1158385276794434,1.2843220233917236,2.2854416370391846,1.3110789060592651,2.390578269958496,1.3213634490966797,2.5096888542175293,1.3485320806503296,random,13
id-00000029,googlenet,clean,None,0.28271347284317017,0.4869459271430969,0.3853268027305603,0.653913676738739,0.47058600187301636,0.751922607421875,0.571329653263092,0.7935623526573181,0.684593141078949,0.8736267685890198,0.787039577960968,0.9273356795310974,0.7793574929237366,0.1495566964149475,1.0620709657669067,0.6365026235580444,1.1646842956542969,0.8034703731536865,1.249943494796753,0.9014793038368225,1.3506871461868286,0.9431190490722656,1.4639506340026855,1.0231834650039673,1.5663970708847046,1.076892375946045,random,12
id-00000030,resnet34,clean,None,0.550527811050415,0.5785667300224304,0.6803371906280518,0.6296030879020691,0.9285160303115845,0.8153122663497925,1.0354548692703247,0.9144023656845093,1.2207801342010498,0.9775291681289673,1.3989192247390747,1.0511633157730103,0.5133976936340332,0.15965880453586578,1.0639255046844482,0.738225519657135,1.193734884262085,0.7892618775367737,1.4419137239456177,0.9749710559844971,1.548852562904358,1.0740611553192139,1.734177827835083,1.1371879577636719,1.912316918373108,1.2108221054077148,random,10
id-00000031,resnet101,backdoor,polygon-9,0.40709224343299866,0.6463932991027832,0.5676620006561279,0.8284330368041992,0.8627218008041382,1.0636776685714722,1.0122203826904297,1.1246968507766724,1.237250804901123,1.223307728767395,1.4388197660446167,1.2414337396621704,0.3665883243083954,0.10729123651981354,0.773680567741394,0.7536845207214355,0.9342503547668457,0.9357242584228516,1.229310154914856,1.1709688901901245,1.3788087368011475,1.2319880723953247,1.6038391590118408,1.3305989503860474,1.8054081201553345,1.3487249612808228,random,5
id-00000032,densenet161,backdoor,polygon-9,1.5783147811889648,1.8282452821731567,1.8684096336364746,1.8500036001205444,2.2361810207366943,1.8750697374343872,2.4005115032196045,1.8355642557144165,2.5565872192382812,1.7323291301727295,2.7466444969177246,1.6491013765335083,0.85825514793396,0.17403684556484222,2.436569929122925,2.00228214263916,2.7266647815704346,2.024040460586548,3.0944361686706543,2.0491065979003906,3.2587666511535645,2.00960111618042,3.414842367172241,1.906365990638733,3.6048996448516846,1.8231382369995117,random,11
id-00000033,wideresnet101,backdoor,None,0.5112355947494507,0.07890808582305908,0.6485599279403687,0.15544354915618896,0.9366666078567505,0.2144414186477661,1.151666522026062,0.2978099584579468,1.3731979131698608,0.324357271194458,1.594988465309143,0.35613465309143066,1.2705377340316772,0.7245566844940186,1.781773328781128,0.8034647703170776,1.919097661972046,0.8800002336502075,2.2072043418884277,0.9389981031417847,2.4222042560577393,1.0223666429519653,2.643735647201538,1.0489139556884766,2.8655261993408203,1.0806913375854492,random,7
id-00000034,vgg11bn,clean,None,0.27996838092803955,0.27708005905151367,0.36538398265838623,0.3313645124435425,0.4577890634536743,0.44386082887649536,0.5383409261703491,0.4969075322151184,0.6030080318450928,0.5339673161506653,0.6711785793304443,0.5696048140525818,1.2340418100357056,0.5238634943962097,1.5140101909637451,0.8009435534477234,1.5994257926940918,0.8552280068397522,1.6918308734893799,0.9677243232727051,1.7723827362060547,1.0207710266113281,1.8370498418807983,1.057830810546875,1.90522038936615,1.0934683084487915,random,8
id-00000035,resnet18,clean,None,0.7852776050567627,0.5358341336250305,0.9054034948348999,0.600249171257019,1.1435253620147705,0.6888964176177979,1.3164024353027344,0.749509334564209,1.48848295211792,0.7833329439163208,1.7269623279571533,0.7985870838165283,0.9682085514068604,0.3945183753967285,1.753486156463623,0.930352509021759,1.8736120462417603,0.9947675466537476,2.111733913421631,1.0834147930145264,2.2846109867095947,1.1440277099609375,2.4566915035247803,1.1778513193130493,2.6951708793640137,1.1931054592132568,random,12
id-00000036,wideresnet101,backdoor,None,0.8862006664276123,0.4842780828475952,1.1308673620224,0.6321544647216797,1.2671035528182983,0.6495976448059082,1.4741597175598145,0.7494059801101685,1.688737154006958,0.8031629323959351,1.8277509212493896,0.8327673673629761,0.5538644790649414,0.5968692302703857,1.4400651454925537,1.081147313117981,1.6847318410873413,1.2290236949920654,1.8209680318832397,1.246466875076294,2.028024196624756,1.3462752103805542,2.2426016330718994,1.4000321626663208,2.381615400314331,1.4296365976333618,random,16
id-00000037,googlenet,backdoor,polygon-8,0.7155728340148926,0.5705075860023499,0.9534682035446167,0.7649399638175964,1.0630366802215576,0.785595715045929,1.2755471467971802,0.8695273995399475,1.440480351448059,0.8734305500984192,1.5461255311965942,0.874112069606781,0.6208001375198364,0.535550057888031,1.336372971534729,1.1060576438903809,1.5742683410644531,1.3004900217056274,1.683836817741394,1.32114577293396,1.8963472843170166,1.4050774574279785,2.0612804889678955,1.4089806079864502,2.1669256687164307,1.409662127494812,random,17
id-00000038,vgg16bn,clean,None,0.5886225700378418,0.7008194923400879,0.6640441417694092,0.7855219841003418,0.7643123865127563,0.8755193948745728,0.8609060049057007,0.9457991123199463,0.9558939933776855,0.9769424200057983,1.0653846263885498,1.05178964138031,0.5781930685043335,0.279694527387619,1.1668156385421753,0.9805139899253845,1.2422372102737427,1.0652165412902832,1.3425054550170898,1.1552139520645142,1.4390990734100342,1.2254936695098877,1.534087061882019,1.2566369771957397,1.6435776948928833,1.3314841985702515,random,9
id-00000039,shufflenet1_5,backdoor,None,0.6675728559494019,0.47494038939476013,0.830999493598938,0.534814715385437,0.9726783037185669,0.62152099609375,1.0922149419784546,0.6547083854675293,1.2396767139434814,0.6809138059616089,1.3280079364776611,0.7073045969009399,0.607723593711853,0.4288710057735443,1.2752964496612549,0.9038113951683044,1.438723087310791,0.9636857509613037,1.58040189743042,1.0503920316696167,1.6999385356903076,1.083579421043396,1.8474003076553345,1.1097848415374756,1.9357315301895142,1.1361756324768066,random,23
id-00000040,wideresnet50,backdoor,polygon-3,1.0323196649551392,1.3387441635131836,1.116248369216919,1.3729701042175293,1.2016597986221313,1.353341817855835,1.3228791952133179,1.4434404373168945,1.4627920389175415,1.5030758380889893,1.5503042936325073,1.4082331657409668,0.83232581615448,0.6448399424552917,1.8646454811096191,1.9835840463638306,1.948574185371399,2.017810106277466,2.0339856147766113,1.998181700706482,2.155205011367798,2.088280439376831,2.2951178550720215,2.147915840148926,2.3826301097869873,2.0530731678009033,random,10
id-00000041,resnet34,backdoor,None,0.8952794671058655,0.4728547930717468,1.1688251495361328,0.5538215041160583,1.5207905769348145,0.6786594986915588,1.578615665435791,0.6859886050224304,1.79638671875,0.6976342797279358,1.9982564449310303,0.73592609167099,0.9799144864082336,0.5710132718086243,1.8751939535140991,1.043868064880371,2.1487395763397217,1.1248347759246826,2.5007050037384033,1.249672770500183,2.55853009223938,1.2570018768310547,2.776301145553589,1.26864755153656,2.978170871734619,1.3069393634796143,random,21
id-00000042,densenet201,backdoor,polygon-9,1.3443105220794678,1.3393110036849976,1.6601662635803223,1.4842939376831055,1.9846136569976807,1.5986077785491943,2.1301090717315674,1.5742865800857544,2.2967772483825684,1.5065253973007202,2.5360708236694336,1.531443476676941,0.48900145292282104,0.14073017239570618,1.833311915397644,1.4800411462783813,2.149167776107788,1.6250240802764893,2.4736151695251465,1.7393379211425781,2.619110584259033,1.7150167226791382,2.785778760910034,1.647255539894104,3.0250723361968994,1.6721736192703247,random,15
id-00000043,vgg13bn,clean,None,0.3612552881240845,0.39464062452316284,0.3770366907119751,0.3531836271286011,0.4372272491455078,0.4110614061355591,0.510856032371521,0.49852657318115234,0.541157603263855,0.4886167049407959,0.617478609085083,0.5226281881332397,1.1019116640090942,0.5900644063949585,1.4631669521331787,0.9847050309181213,1.4789483547210693,0.9432480335235596,1.539138913154602,1.0011258125305176,1.6127676963806152,1.0885909795761108,1.6430692672729492,1.0786811113357544,1.7193902730941772,1.1126925945281982,random,5
id-00000044,googlenet,backdoor,None,0.4225154519081116,0.44035255908966064,0.5719040036201477,0.5776437520980835,0.7486489415168762,0.7475388646125793,0.9289819598197937,0.887025773525238,1.0956640243530273,0.9687618613243103,1.2195143699645996,0.9994646906852722,0.46739012002944946,0.18186001479625702,0.889905571937561,0.6222125887870789,1.0392941236495972,0.7595037817955017,1.2160390615463257,0.9293988943099976,1.3963720798492432,1.0688858032226562,1.563054084777832,1.1506218910217285,1.6869045495986938,1.1813247203826904,random,8
id-00000045,wideresnet101,clean,None,0.5163354277610779,0.563204288482666,0.6394667029380798,0.7179950475692749,0.794403612613678,0.8344011306762695,0.8589329123497009,0.8207260370254517,1.0162975788116455,0.9473165273666382,1.1678307056427002,1.0347399711608887,0.8637436032295227,0.20206233859062195,1.3800790309906006,0.7652666568756104,1.5032103061676025,0.9200574159622192,1.6581472158432007,1.0364634990692139,1.7226765155792236,1.022788405418396,1.8800411224365234,1.1493788957595825,2.031574249267578,1.236802339553833,random,16
id-00000046,googlenet,clean,None,0.4181917905807495,0.3701613247394562,0.5822679996490479,0.5648646354675293,0.7418116331100464,0.6870613098144531,0.9178575277328491,0.7438344955444336,1.1514108180999756,0.8363686800003052,1.3458335399627686,0.9177970886230469,0.8848471641540527,0.2186841070652008,1.3030389547348022,0.588845431804657,1.4671151638031006,0.7835487723350525,1.6266587972640991,0.9057453870773315,1.8027046918869019,0.962518572807312,2.0362579822540283,1.0550527572631836,2.2306807041168213,1.1364811658859253,random,14
id-00000047,squeezenetv1_1,clean,None,0.5938129425048828,0.38659727573394775,0.7790374755859375,0.4900766611099243,0.9005575180053711,0.5051506757736206,1.0772488117218018,0.5862542390823364,1.2437849044799805,0.5840752124786377,1.3467614650726318,0.5816391706466675,1.4995524883270264,0.6610225439071655,2.093365430831909,1.0476198196411133,2.278589963912964,1.1510992050170898,2.4001100063323975,1.1661732196807861,2.576801300048828,1.247276782989502,2.743337392807007,1.2450977563858032,2.846313953399658,1.242661714553833,random,17
id-00000048,densenet161,backdoor,polygon-8,0.644408643245697,0.7313908338546753,0.8181994557380676,0.8983466625213623,1.069800615310669,1.148560643196106,1.1706993579864502,1.156400442123413,1.3430111408233643,1.2110021114349365,1.5595347881317139,1.2686913013458252,0.7129175066947937,0.13424386084079742,1.3573261499404907,0.8656346797943115,1.5311169624328613,1.0325905084609985,1.7827180624008179,1.2828044891357422,1.8836168050765991,1.2906442880630493,2.0559287071228027,1.3452459573745728,2.2724523544311523,1.4029351472854614,random,9
id-00000049,shufflenet1_5,backdoor,polygon-8,0.34417015314102173,0.46330374479293823,0.559072732925415,0.7560046911239624,0.6437982320785522,0.7631784677505493,0.8425935506820679,0.8894748687744141,1.0013859272003174,0.9483585953712463,1.0768591165542603,0.974553644657135,0.5008358955383301,0.07472939789295197,0.8450060486793518,0.538033127784729,1.0599086284637451,0.8307340741157532,1.1446341276168823,0.8379078507423401,1.343429446220398,0.9642042517662048,1.5022218227386475,1.023087978363037,1.5776950120925903,1.0492830276489258,random,11
id-00000050,shufflenet2_0,clean,None,0.3959835469722748,0.4430038332939148,0.5966792106628418,0.5861856341362,0.6826795339584351,0.6099419593811035,0.8440109491348267,0.7000523209571838,1.055336833000183,0.809916615486145,1.1461888551712036,0.8184295892715454,0.305818647146225,0.12224341928958893,0.7018021941184998,0.5652472376823425,0.9024978876113892,0.7084290385246277,0.9884981513023376,0.7321853637695312,1.149829626083374,0.8222957253456116,1.3611555099487305,0.9321600198745728,1.452007532119751,0.9406729936599731,random,11
id-00000051,densenet169,clean,None,0.26556456089019775,0.2590593993663788,0.34565186500549316,0.36281099915504456,0.46530336141586304,0.4844073951244354,0.5649116039276123,0.5776432752609253,0.7323687076568604,0.724631667137146,0.8745921850204468,0.806424617767334,0.4306720495223999,0.3097599446773529,0.6962366104125977,0.5688193440437317,0.7763239145278931,0.6725709438323975,0.8959754109382629,0.7941673398017883,0.9955836534500122,0.8874032497406006,1.1630407571792603,1.0343916416168213,1.3052642345428467,1.1161845922470093,random,7
id-00000052,resnet34,backdoor,polygon-4,0.7211037874221802,1.0073540210723877,0.8778213262557983,1.1572848558425903,1.1416277885437012,1.3307241201400757,1.3503559827804565,1.4438245296478271,1.5880827903747559,1.5195218324661255,1.847320795059204,1.5916270017623901,0.5829541683197021,0.2106940746307373,1.3040579557418823,1.218048095703125,1.4607754945755005,1.3679789304733276,1.7245819568634033,1.541418194770813,1.9333101511001587,1.6545186042785645,2.171036958694458,1.7302159070968628,2.4302749633789062,1.8023210763931274,random,7
